,GAME_ID,H_TEAM,A_TEAM,H_POINTS,A_POINTS,TOTAL,M_OF_VIC,WINNER
1036,21401037.0,Cleveland Cavaliers,Milwaukee Bucks,108.0,90.0,198.0,18.0,Cleveland Cavaliers
1037,21401038.0,Miami Heat,Oklahoma City Thunder,75.0,93.0,168.0,18.0,Oklahoma City Thunder
1038,21401039.0,San Antonio Spurs,Atlanta Hawks,114.0,95.0,209.0,19.0,San Antonio Spurs
1039,21401040.0,New Orleans Pelicans,Los Angeles Clippers,100.0,107.0,207.0,7.0,Los Angeles Clippers
1040,21401041.0,New York Knicks,Toronto Raptors,89.0,106.0,195.0,17.0,Toronto Raptors
1041,21401042.0,Washington Wizards,Sacramento Kings,86.0,109.0,195.0,23.0,Sacramento Kings
1042,21401043.0,Detroit Pistons,Boston Celtics,105.0,97.0,202.0,8.0,Detroit Pistons
1043,21401044.0,Denver Nuggets,Orlando Magic,119.0,100.0,219.0,19.0,Denver Nuggets
1044,21401045.0,Charlotte Hornets,Minnesota Timberwolves,109.0,98.0,207.0,11.0,Charlotte Hornets
1045,21401046.0,Dallas Mavericks,Phoenix Suns,92.0,98.0,190.0,6.0,Phoenix Suns
1046,21401047.0,Philadelphia 76ers,Los Angeles Lakers,87.0,101.0,188.0,14.0,Los Angeles Lakers
1047,21401048.0,Houston Rockets,Indiana Pacers,110.0,100.0,210.0,10.0,Houston Rockets
1048,21401049.0,Boston Celtics,Brooklyn Nets,110.0,91.0,201.0,19.0,Boston Celtics
1049,21401050.0,Memphis Grizzlies,New York Knicks,103.0,82.0,185.0,21.0,Memphis Grizzlies
1050,21401051.0,Charlotte Hornets,Chicago Bulls,86.0,98.0,184.0,12.0,Chicago Bulls
1051,21401052.0,Minnesota Timberwolves,Utah Jazz,106.0,104.0,210.0,2.0,Minnesota Timberwolves
1052,21401053.0,Washington Wizards,Golden State Warriors,76.0,107.0,183.0,31.0,Golden State Warriors
1053,21401054.0,Toronto Raptors,Detroit Pistons,104.0,108.0,212.0,4.0,Detroit Pistons
1054,21401055.0,Miami Heat,Milwaukee Bucks,88.0,89.0,177.0,1.0,Milwaukee Bucks
1055,21401056.0,Los Angeles Lakers,Oklahoma City Thunder,117.0,127.0,244.0,10.0,Oklahoma City Thunder
1056,21401057.0,San Antonio Spurs,Dallas Mavericks,94.0,101.0,195.0,7.0,Dallas Mavericks
1057,21401058.0,Philadelphia 76ers,Sacramento Kings,106.0,107.0,213.0,1.0,Sacramento Kings
1058,21401059.0,Golden State Warriors,Portland Trail Blazers,122.0,108.0,230.0,14.0,Golden State Warriors
1059,21401060.0,Brooklyn Nets,Charlotte Hornets,91.0,88.0,179.0,3.0,Brooklyn Nets
1060,21401061.0,Los Angeles Clippers,New York Knicks,111.0,80.0,191.0,31.0,Los Angeles Clippers
1061,21401062.0,Atlanta Hawks,Orlando Magic,95.0,83.0,178.0,12.0,Atlanta Hawks
1062,21401063.0,Indiana Pacers,Washington Wizards,103.0,101.0,204.0,2.0,Indiana Pacers
1063,21401064.0,Miami Heat,Boston Celtics,93.0,86.0,179.0,7.0,Miami Heat
1064,21401065.0,Chicago Bulls,Toronto Raptors,116.0,103.0,219.0,13.0,Chicago Bulls
1065,21401066.0,Cleveland Cavaliers,Memphis Grizzlies,111.0,89.0,200.0,22.0,Cleveland Cavaliers
1066,21401067.0,Los Angeles Lakers,Minnesota Timberwolves,101.0,99.0,200.0,2.0,Los Angeles Lakers
1067,21401068.0,Houston Rockets,New Orleans Pelicans,95.0,93.0,188.0,2.0,Houston Rockets
1068,21401069.0,Philadelphia 76ers,Denver Nuggets,99.0,85.0,184.0,14.0,Philadelphia 76ers
1069,21401070.0,Portland Trail Blazers,Utah Jazz,92.0,89.0,181.0,3.0,Portland Trail Blazers
1070,21401071.0,Oklahoma City Thunder,San Antonio Spurs,91.0,130.0,221.0,39.0,San Antonio Spurs
1071,21401072.0,Sacramento Kings,Phoenix Suns,108.0,99.0,207.0,9.0,Sacramento Kings
1072,21401073.0,Indiana Pacers,Milwaukee Bucks,107.0,111.0,218.0,4.0,Milwaukee Bucks
1073,21401074.0,Detroit Pistons,Orlando Magic,111.0,97.0,208.0,14.0,Detroit Pistons
1074,21401075.0,Los Angeles Clippers,Philadelphia 76ers,119.0,98.0,217.0,21.0,Los Angeles Clippers
1075,21401076.0,Charlotte Hornets,Washington Wizards,107.0,110.0,217.0,3.0,Washington Wizards
1076,21401077.0,Miami Heat,Atlanta Hawks,86.0,99.0,185.0,13.0,Atlanta Hawks
1077,21401078.0,Cleveland Cavaliers,Brooklyn Nets,98.0,106.0,204.0,8.0,Brooklyn Nets
1078,21401079.0,Boston Celtics,New York Knicks,96.0,92.0,188.0,4.0,Boston Celtics
1079,21401080.0,Los Angeles Lakers,Toronto Raptors,83.0,94.0,177.0,11.0,Toronto Raptors
1080,21401081.0,Minnesota Timberwolves,Houston Rockets,110.0,120.0,230.0,10.0,Houston Rockets
1081,21401082.0,Golden State Warriors,Memphis Grizzlies,107.0,84.0,191.0,23.0,Golden State Warriors
1082,21401083.0,Sacramento Kings,New Orleans Pelicans,88.0,102.0,190.0,14.0,New Orleans Pelicans
1083,21401084.0,Dallas Mavericks,San Antonio Spurs,76.0,94.0,170.0,18.0,San Antonio Spurs
1084,21401085.0,Utah Jazz,Denver Nuggets,91.0,107.0,198.0,16.0,Denver Nuggets
1085,21401086.0,Portland Trail Blazers,Phoenix Suns,87.0,81.0,168.0,6.0,Portland Trail Blazers
1086,21401087.0,Atlanta Hawks,Charlotte Hornets,100.0,115.0,215.0,15.0,Charlotte Hornets
1087,21401088.0,New York Knicks,Chicago Bulls,80.0,111.0,191.0,31.0,Chicago Bulls
1088,21401089.0,Golden State Warriors,Milwaukee Bucks,108.0,95.0,203.0,13.0,Golden State Warriors
1089,21401090.0,Oklahoma City Thunder,Utah Jazz,89.0,94.0,183.0,5.0,Utah Jazz
1090,21401091.0,Denver Nuggets,Portland Trail Blazers,114.0,120.0,234.0,6.0,Portland Trail Blazers
1091,21401092.0,Philadelphia 76ers,Cleveland Cavaliers,86.0,87.0,173.0,1.0,Cleveland Cavaliers
1092,21401093.0,Los Angeles Lakers,Brooklyn Nets,99.0,107.0,206.0,8.0,Brooklyn Nets
1093,21401094.0,Minnesota Timberwolves,New Orleans Pelicans,88.0,110.0,198.0,22.0,New Orleans Pelicans
1094,21401095.0,Los Angeles Clippers,Boston Celtics,119.0,106.0,225.0,13.0,Los Angeles Clippers
1095,21401096.0,Detroit Pistons,Miami Heat,102.0,109.0,211.0,7.0,Miami Heat
1096,21401097.0,Houston Rockets,Washington Wizards,99.0,91.0,190.0,8.0,Houston Rockets
1097,21401098.0,Memphis Grizzlies,San Antonio Spurs,89.0,103.0,192.0,14.0,San Antonio Spurs
1098,21401099.0,Dallas Mavericks,Indiana Pacers,99.0,104.0,203.0,5.0,Indiana Pacers
1099,21401100.0,Oklahoma City Thunder,Phoenix Suns,109.0,97.0,206.0,12.0,Oklahoma City Thunder
1100,21401101.0,Boston Celtics,Charlotte Hornets,116.0,104.0,220.0,12.0,Boston Celtics
1101,21401102.0,Los Angeles Lakers,Philadelphia 76ers,113.0,111.0,224.0,2.0,Los Angeles Lakers
1102,21401103.0,Milwaukee Bucks,Atlanta Hawks,88.0,101.0,189.0,13.0,Atlanta Hawks
1103,21401104.0,Houston Rockets,Toronto Raptors,96.0,99.0,195.0,3.0,Toronto Raptors
1104,21401105.0,Sacramento Kings,Memphis Grizzlies,83.0,97.0,180.0,14.0,Memphis Grizzlies
1105,21401106.0,Utah Jazz,Minnesota Timberwolves,104.0,84.0,188.0,20.0,Utah Jazz
1106,21401107.0,Phoenix Suns,Portland Trail Blazers,86.0,109.0,195.0,23.0,Portland Trail Blazers
1107,21401108.0,Indiana Pacers,Brooklyn Nets,106.0,111.0,217.0,5.0,Brooklyn Nets
1108,21401109.0,Atlanta Hawks,Detroit Pistons,95.0,105.0,200.0,10.0,Detroit Pistons
1109,21401110.0,San Antonio Spurs,Miami Heat,95.0,81.0,176.0,14.0,San Antonio Spurs
1110,21401111.0,Golden State Warriors,Los Angeles Clippers,110.0,106.0,216.0,4.0,Golden State Warriors
1111,21401112.0,Detroit Pistons,Charlotte Hornets,78.0,102.0,180.0,24.0,Charlotte Hornets
1112,21401113.0,San Antonio Spurs,Orlando Magic,103.0,91.0,194.0,12.0,San Antonio Spurs
1113,21401114.0,Philadelphia 76ers,Washington Wizards,93.0,106.0,199.0,13.0,Washington Wizards
1114,21401115.0,Indiana Pacers,Boston Celtics,87.0,100.0,187.0,13.0,Boston Celtics
1115,21401116.0,Brooklyn Nets,New York Knicks,100.0,98.0,198.0,2.0,Brooklyn Nets
1116,21401117.0,Sacramento Kings,Houston Rockets,111.0,115.0,226.0,4.0,Houston Rockets
1117,21401118.0,Chicago Bulls,Milwaukee Bucks,91.0,95.0,186.0,4.0,Milwaukee Bucks
1118,21401119.0,Toronto Raptors,Minnesota Timberwolves,113.0,99.0,212.0,14.0,Toronto Raptors
1119,21401120.0,Dallas Mavericks,Oklahoma City Thunder,135.0,131.0,266.0,4.0,Dallas Mavericks
1120,21401121.0,Denver Nuggets,Utah Jazz,84.0,98.0,182.0,14.0,Utah Jazz
1121,21401122.0,Los Angeles Clippers,Portland Trail Blazers,126.0,122.0,248.0,4.0,Los Angeles Clippers
1122,21401123.0,New Orleans Pelicans,Los Angeles Lakers,113.0,92.0,205.0,21.0,New Orleans Pelicans
1123,21401124.0,Miami Heat,Cleveland Cavaliers,88.0,114.0,202.0,26.0,Cleveland Cavaliers
1124,21401125.0,Houston Rockets,Dallas Mavericks,108.0,101.0,209.0,7.0,Houston Rockets
1125,21401126.0,Phoenix Suns,Golden State Warriors,106.0,107.0,213.0,1.0,Golden State Warriors
1126,21401127.0,Charlotte Hornets,Indiana Pacers,74.0,93.0,167.0,19.0,Indiana Pacers
1127,21401128.0,New York Knicks,Washington Wizards,87.0,101.0,188.0,14.0,Washington Wizards
1128,21401129.0,Milwaukee Bucks,Boston Celtics,110.0,101.0,211.0,9.0,Milwaukee Bucks
1129,21401130.0,Toronto Raptors,Brooklyn Nets,109.0,114.0,223.0,5.0,Brooklyn Nets
1130,21401131.0,Detroit Pistons,Chicago Bulls,82.0,88.0,170.0,6.0,Chicago Bulls
