,GAME_ID,H_TEAM,A_TEAM,H_POINTS,A_POINTS,TOTAL,M_OF_VIC,WINNER,PLUS_MINUS,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_STL,H_BLK,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_STL,A_BLK
0,21401217.0,Atlanta Hawks,Chicago Bulls,85.0,91.0,176.0,6.0,Chicago Bulls,6.0,0.276,0.7140000000000001,42.0,15.0,10.0,10.0,0.292,0.846,50.0,14.0,11.0,9.0
1,21401198.0,Atlanta Hawks,Washington Wizards,99.0,108.0,207.0,9.0,Washington Wizards,9.0,0.31,0.75,38.0,24.0,10.0,2.0,0.429,0.778,51.0,22.0,8.0,6.0
2,21401163.0,Atlanta Hawks,Brooklyn Nets,114.0,111.0,225.0,3.0,Atlanta Hawks,3.0,0.3929999999999999,0.68,40.0,35.0,11.0,4.0,0.2689999999999999,0.88,47.0,27.0,7.0,4.0
3,21401138.0,Brooklyn Nets,Atlanta Hawks,99.0,131.0,230.0,32.0,Atlanta Hawks,32.0,0.435,0.647,39.0,22.0,7.0,2.0,0.515,0.8420000000000001,34.0,40.0,15.0,4.0
4,21401103.0,Milwaukee Bucks,Atlanta Hawks,88.0,101.0,189.0,13.0,Atlanta Hawks,13.0,0.235,0.696,39.0,26.0,4.0,2.0,0.31,0.833,42.0,29.0,5.0,4.0
5,21401077.0,Miami Heat,Atlanta Hawks,86.0,99.0,185.0,13.0,Atlanta Hawks,13.0,0.314,0.733,41.0,20.0,9.0,6.0,0.3329999999999999,0.792,38.0,31.0,12.0,4.0
6,21401039.0,San Antonio Spurs,Atlanta Hawks,114.0,95.0,209.0,114.0,San Antonio Spurs,19.0,0.412,0.882,43.0,30.0,8.0,4.0,0.5,1.0,29.0,25.0,13.0,2.0
7,21401014.0,Atlanta Hawks,Golden State Warriors,95.0,114.0,209.0,114.0,Golden State Warriors,19.0,0.364,0.833,44.0,24.0,14.0,4.0,0.467,0.6,44.0,39.0,8.0,7.0
8,21400989.0,Atlanta Hawks,Los Angeles Lakers,91.0,86.0,177.0,86.0,Los Angeles Lakers,5.0,0.217,0.667,34.0,25.0,9.0,6.0,0.389,0.733,54.0,21.0,6.0,4.0
9,21400958.0,Atlanta Hawks,Denver Nuggets,102.0,115.0,217.0,13.0,Denver Nuggets,13.0,0.3329999999999999,0.926,32.0,18.0,11.0,3.0,0.419,0.9,44.0,28.0,8.0,9.0
10,21400927.0,Atlanta Hawks,Philadelphia 76ers,84.0,92.0,176.0,8.0,Philadelphia 76ers,8.0,0.44,0.813,42.0,20.0,8.0,9.0,0.351,0.529,55.0,24.0,14.0,3.0
11,21400892.0,Houston Rockets,Atlanta Hawks,96.0,104.0,200.0,8.0,Atlanta Hawks,8.0,0.341,0.444,41.0,30.0,6.0,6.0,0.276,0.857,49.0,23.0,3.0,6.0
12,21400858.0,Orlando Magic,Atlanta Hawks,88.0,95.0,183.0,88.0,Orlando Magic,7.0,0.346,0.5379999999999999,40.0,22.0,10.0,7.0,0.452,0.75,42.0,27.0,11.0,5.0
13,21400822.0,Atlanta Hawks,Milwaukee Bucks,97.0,86.0,183.0,86.0,Milwaukee Bucks,11.0,0.3,0.857,43.0,23.0,10.0,7.0,0.25,1.0,38.0,19.0,10.0,7.0
14,21400789.0,Atlanta Hawks,Boston Celtics,88.0,89.0,177.0,1.0,Boston Celtics,1.0,0.241,0.652,44.0,23.0,6.0,5.0,0.3229999999999999,0.95,56.0,21.0,7.0,4.0
15,21400767.0,Atlanta Hawks,Memphis Grizzlies,88.0,94.0,182.0,94.0,Memphis Grizzlies,6.0,0.4,0.909,37.0,17.0,6.0,5.0,0.231,0.905,55.0,18.0,8.0,4.0
16,21400732.0,Washington Wizards,Atlanta Hawks,96.0,105.0,201.0,9.0,Atlanta Hawks,9.0,0.25,0.8,41.0,19.0,7.0,2.0,0.44,0.667,46.0,24.0,7.0,2.0
17,21400708.0,Philadelphia 76ers,Atlanta Hawks,85.0,91.0,176.0,85.0,Philadelphia 76ers,6.0,0.4,0.6,44.0,21.0,7.0,4.0,0.357,0.722,44.0,20.0,6.0,5.0
18,21400683.0,Brooklyn Nets,Atlanta Hawks,102.0,113.0,215.0,102.0,Brooklyn Nets,11.0,0.375,0.833,35.0,26.0,6.0,5.0,0.364,0.962,45.0,29.0,4.0,4.0
19,21400642.0,Oklahoma City Thunder,Atlanta Hawks,93.0,103.0,196.0,93.0,Oklahoma City Thunder,10.0,0.385,0.611,36.0,23.0,11.0,7.0,0.4,1.0,47.0,27.0,6.0,5.0
20,21400613.0,Detroit Pistons,Atlanta Hawks,82.0,93.0,175.0,11.0,Atlanta Hawks,11.0,0.257,0.5770000000000001,61.0,17.0,6.0,2.0,0.3,0.7140000000000001,42.0,31.0,8.0,1.0
21,21400592.0,Atlanta Hawks,Toronto Raptors,110.0,89.0,199.0,89.0,Toronto Raptors,21.0,0.522,0.875,32.0,30.0,7.0,6.0,0.24,0.765,35.0,20.0,7.0,3.0
22,21400568.0,Atlanta Hawks,Philadelphia 76ers,105.0,87.0,192.0,18.0,Atlanta Hawks,18.0,0.522,0.563,47.0,34.0,6.0,3.0,0.36,0.64,35.0,20.0,8.0,6.0
23,21400540.0,Atlanta Hawks,Detroit Pistons,106.0,103.0,209.0,3.0,Atlanta Hawks,3.0,0.435,0.667,49.0,27.0,3.0,3.0,0.302,0.778,46.0,24.0,9.0,3.0
24,21400519.0,Atlanta Hawks,Los Angeles Clippers,107.0,98.0,205.0,98.0,Los Angeles Clippers,9.0,0.481,0.667,41.0,25.0,13.0,2.0,0.28,0.758,45.0,23.0,5.0,5.0
25,21400492.0,Atlanta Hawks,Utah Jazz,98.0,92.0,190.0,6.0,Atlanta Hawks,6.0,0.261,0.867,47.0,24.0,9.0,3.0,0.3229999999999999,0.75,47.0,18.0,6.0,9.0
26,21400449.0,Atlanta Hawks,Milwaukee Bucks,90.0,85.0,175.0,85.0,Milwaukee Bucks,5.0,0.31,0.789,51.0,25.0,9.0,4.0,0.4,0.7859999999999999,47.0,21.0,5.0,10.0
27,21400420.0,Los Angeles Clippers,Atlanta Hawks,104.0,107.0,211.0,104.0,Los Angeles Clippers,3.0,0.379,0.679,51.0,26.0,10.0,5.0,0.522,0.7709999999999999,43.0,28.0,6.0,3.0
28,21400396.0,Atlanta Hawks,Houston Rockets,104.0,97.0,201.0,7.0,Atlanta Hawks,7.0,0.385,0.75,37.0,26.0,7.0,9.0,0.349,0.778,43.0,27.0,8.0,4.0
29,21400358.0,Chicago Bulls,Atlanta Hawks,86.0,93.0,179.0,7.0,Atlanta Hawks,7.0,0.207,0.7140000000000001,57.0,18.0,3.0,6.0,0.3329999999999999,0.8240000000000001,40.0,26.0,10.0,7.0
30,21400330.0,Orlando Magic,Atlanta Hawks,81.0,87.0,168.0,6.0,Atlanta Hawks,6.0,0.346,0.75,46.0,14.0,3.0,4.0,0.31,0.741,42.0,24.0,12.0,3.0
31,21400301.0,Atlanta Hawks,Indiana Pacers,108.0,92.0,200.0,92.0,Indiana Pacers,16.0,0.429,0.7040000000000001,47.0,27.0,11.0,7.0,0.3329999999999999,0.529,42.0,23.0,6.0,2.0
32,21400280.0,Atlanta Hawks,Brooklyn Nets,98.0,75.0,173.0,23.0,Atlanta Hawks,23.0,0.382,0.625,46.0,22.0,12.0,4.0,0.1669999999999999,0.632,51.0,16.0,4.0,2.0
33,21400254.0,Boston Celtics,Atlanta Hawks,105.0,109.0,214.0,4.0,Atlanta Hawks,4.0,0.522,0.846,42.0,33.0,10.0,3.0,0.4579999999999999,0.857,31.0,36.0,8.0,8.0
34,21400225.0,New Orleans Pelicans,Atlanta Hawks,91.0,100.0,191.0,91.0,New Orleans Pelicans,9.0,0.292,0.75,42.0,23.0,8.0,4.0,0.294,0.8640000000000001,42.0,26.0,6.0,7.0
35,21400205.0,Atlanta Hawks,Washington Wizards,106.0,102.0,208.0,102.0,Washington Wizards,4.0,0.28,0.794,43.0,17.0,16.0,6.0,0.45,0.7240000000000001,47.0,25.0,2.0,3.0
36,21400155.0,Los Angeles Lakers,Atlanta Hawks,114.0,109.0,223.0,114.0,Los Angeles Lakers,5.0,0.353,0.636,44.0,24.0,7.0,0.0,0.3329999999999999,0.7829999999999999,38.0,22.0,7.0,3.0
37,21400124.0,Miami Heat,Atlanta Hawks,103.0,114.0,217.0,103.0,Miami Heat,11.0,0.476,0.92,32.0,27.0,10.0,3.0,0.3929999999999999,0.826,36.0,33.0,10.0,5.0
38,21400100.0,Atlanta Hawks,New York Knicks,91.0,85.0,176.0,85.0,New York Knicks,6.0,0.37,0.964,38.0,20.0,7.0,3.0,0.231,0.583,40.0,23.0,4.0,2.0
39,21400071.0,Atlanta Hawks,Charlotte Hornets,119.0,122.0,241.0,122.0,Charlotte Hornets,3.0,0.3939999999999999,0.769,38.0,28.0,8.0,3.0,0.286,0.741,51.0,31.0,6.0,7.0
40,21400032.0,Indiana Pacers,Atlanta Hawks,92.0,102.0,194.0,92.0,Indiana Pacers,10.0,0.375,0.857,44.0,25.0,5.0,5.0,0.35,0.758,37.0,26.0,10.0,6.0
41,21501221.0,Atlanta Hawks,Washington Wizards,98.0,109.0,207.0,11.0,Washington Wizards,11.0,0.367,0.742,47.0,22.0,13.0,5.0,0.321,0.5329999999999999,51.0,25.0,14.0,4.0
42,21501188.0,Boston Celtics,Atlanta Hawks,107.0,118.0,225.0,107.0,Boston Celtics,11.0,0.3929999999999999,0.667,40.0,26.0,10.0,6.0,0.515,0.818,44.0,31.0,10.0,10.0
43,21501157.0,Phoenix Suns,Atlanta Hawks,90.0,103.0,193.0,13.0,Atlanta Hawks,13.0,0.387,0.6,51.0,19.0,13.0,4.0,0.324,0.737,50.0,26.0,16.0,3.0
44,21501113.0,Atlanta Hawks,Toronto Raptors,97.0,105.0,202.0,8.0,Toronto Raptors,8.0,0.424,0.6920000000000001,44.0,24.0,3.0,7.0,0.478,0.7859999999999999,44.0,26.0,14.0,4.0
45,21501085.0,Atlanta Hawks,Detroit Pistons,112.0,95.0,207.0,17.0,Atlanta Hawks,17.0,0.382,0.929,39.0,34.0,6.0,7.0,0.241,0.7140000000000001,53.0,25.0,2.0,4.0
46,21501056.0,Atlanta Hawks,Washington Wizards,122.0,101.0,223.0,101.0,Washington Wizards,21.0,0.405,0.682,41.0,32.0,10.0,5.0,0.4,0.917,43.0,25.0,7.0,2.0
47,21501029.0,Houston Rockets,Atlanta Hawks,97.0,109.0,206.0,12.0,Atlanta Hawks,12.0,0.217,0.8390000000000001,51.0,15.0,11.0,3.0,0.368,0.583,40.0,32.0,12.0,6.0
48,21501007.0,Atlanta Hawks,Detroit Pistons,118.0,114.0,232.0,4.0,Atlanta Hawks,4.0,0.353,0.8240000000000001,46.0,25.0,10.0,3.0,0.32,0.718,48.0,23.0,3.0,4.0
49,21500974.0,Memphis Grizzlies,Atlanta Hawks,83.0,95.0,178.0,12.0,Atlanta Hawks,12.0,0.261,0.7859999999999999,58.0,15.0,10.0,5.0,0.324,0.706,47.0,27.0,9.0,12.0
50,21500947.0,Atlanta Hawks,Utah Jazz,91.0,84.0,175.0,7.0,Atlanta Hawks,7.0,0.32,0.5,41.0,15.0,9.0,4.0,0.2689999999999999,0.7390000000000001,54.0,16.0,10.0,4.0
51,21500921.0,Atlanta Hawks,Los Angeles Lakers,106.0,77.0,183.0,77.0,Los Angeles Lakers,29.0,0.4639999999999999,0.731,39.0,31.0,6.0,8.0,0.185,0.7,46.0,19.0,5.0,1.0
52,21500878.0,Charlotte Hornets,Atlanta Hawks,76.0,87.0,163.0,76.0,Charlotte Hornets,11.0,0.2189999999999999,0.652,41.0,16.0,7.0,4.0,0.471,0.6,48.0,29.0,4.0,5.0
53,21500836.0,Golden State Warriors,Atlanta Hawks,102.0,92.0,194.0,102.0,Golden State Warriors,10.0,0.311,0.833,43.0,30.0,14.0,8.0,0.294,0.625,47.0,23.0,7.0,7.0
54,21500808.0,Miami Heat,Atlanta Hawks,115.0,111.0,226.0,4.0,Miami Heat,4.0,0.4,0.679,46.0,27.0,13.0,1.0,0.444,1.0,42.0,27.0,7.0,4.0
55,21500780.0,Orlando Magic,Atlanta Hawks,117.0,110.0,227.0,7.0,Orlando Magic,7.0,0.31,0.727,47.0,37.0,11.0,8.0,0.414,0.6,47.0,31.0,9.0,4.0
56,21500750.0,Indiana Pacers,Atlanta Hawks,96.0,102.0,198.0,6.0,Atlanta Hawks,6.0,0.419,0.778,53.0,23.0,6.0,4.0,0.37,0.7,32.0,29.0,10.0,5.0
57,21500723.0,Dallas Mavericks,Atlanta Hawks,97.0,112.0,209.0,15.0,Atlanta Hawks,15.0,0.2689999999999999,0.737,37.0,14.0,5.0,2.0,0.4,0.737,50.0,29.0,2.0,6.0
58,21500692.0,Atlanta Hawks,Indiana Pacers,92.0,111.0,203.0,19.0,Indiana Pacers,19.0,0.25,0.905,32.0,20.0,9.0,4.0,0.6,0.867,49.0,20.0,10.0,8.0
59,21500672.0,Atlanta Hawks,Denver Nuggets,119.0,105.0,224.0,14.0,Atlanta Hawks,14.0,0.3329999999999999,0.923,42.0,28.0,11.0,3.0,0.3,0.892,43.0,18.0,10.0,3.0
60,21500643.0,Atlanta Hawks,Sacramento Kings,88.0,91.0,179.0,3.0,Sacramento Kings,3.0,0.242,0.667,42.0,21.0,15.0,9.0,0.292,0.75,56.0,24.0,13.0,4.0
61,21500620.0,Orlando Magic,Atlanta Hawks,81.0,98.0,179.0,81.0,Orlando Magic,17.0,0.273,0.75,42.0,21.0,11.0,5.0,0.474,0.7,47.0,31.0,9.0,6.0
62,21500599.0,Atlanta Hawks,Milwaukee Bucks,101.0,108.0,209.0,7.0,Milwaukee Bucks,7.0,0.3,1.0,43.0,29.0,5.0,9.0,0.3,0.6759999999999999,60.0,19.0,9.0,13.0
63,21500551.0,Chicago Bulls,Atlanta Hawks,105.0,120.0,225.0,105.0,Chicago Bulls,15.0,0.389,0.8390000000000001,46.0,16.0,7.0,6.0,0.417,0.8,40.0,33.0,15.0,13.0
64,21500521.0,New York Knicks,Atlanta Hawks,107.0,101.0,208.0,107.0,New York Knicks,6.0,0.278,0.917,46.0,20.0,7.0,6.0,0.385,0.632,41.0,22.0,3.0,4.0
65,21500470.0,Atlanta Hawks,Houston Rockets,121.0,115.0,236.0,115.0,Houston Rockets,6.0,0.341,0.84,45.0,27.0,10.0,7.0,0.55,0.667,46.0,23.0,6.0,4.0
66,21500442.0,New York Knicks,Atlanta Hawks,98.0,117.0,215.0,19.0,Atlanta Hawks,19.0,0.292,0.765,42.0,25.0,6.0,8.0,0.3329999999999999,0.833,37.0,33.0,13.0,4.0
67,21500413.0,Portland Trail Blazers,Atlanta Hawks,97.0,106.0,203.0,97.0,Portland Trail Blazers,9.0,0.208,0.727,50.0,24.0,5.0,4.0,0.31,0.821,31.0,21.0,8.0,1.0
68,21500389.0,Atlanta Hawks,Boston Celtics,109.0,101.0,210.0,8.0,Atlanta Hawks,8.0,0.2,0.7929999999999999,42.0,23.0,11.0,4.0,0.435,0.742,43.0,19.0,5.0,2.0
69,21500360.0,Miami Heat,Atlanta Hawks,100.0,88.0,188.0,100.0,Miami Heat,12.0,0.4379999999999999,0.867,54.0,26.0,6.0,5.0,0.242,0.933,37.0,25.0,7.0,4.0
70,21500331.0,Atlanta Hawks,Oklahoma City Thunder,94.0,107.0,201.0,13.0,Oklahoma City Thunder,13.0,0.357,0.609,34.0,21.0,9.0,7.0,0.529,0.769,52.0,24.0,6.0,2.0
71,21500286.0,Los Angeles Lakers,Atlanta Hawks,87.0,100.0,187.0,87.0,Los Angeles Lakers,13.0,0.481,0.769,42.0,19.0,10.0,7.0,0.385,0.8,43.0,24.0,11.0,9.0
72,21500256.0,Oklahoma City Thunder,Atlanta Hawks,100.0,106.0,206.0,6.0,Atlanta Hawks,6.0,0.368,0.8640000000000001,48.0,19.0,8.0,8.0,0.357,0.9,51.0,23.0,9.0,8.0
73,21500233.0,Atlanta Hawks,Memphis Grizzlies,116.0,101.0,217.0,101.0,Memphis Grizzlies,15.0,0.359,0.889,40.0,25.0,4.0,3.0,0.4,0.905,37.0,20.0,3.0,1.0
74,21500210.0,Boston Celtics,Atlanta Hawks,97.0,121.0,218.0,97.0,Boston Celtics,24.0,0.429,0.769,33.0,23.0,14.0,2.0,0.5,0.8640000000000001,43.0,33.0,8.0,7.0
75,21500169.0,Sacramento Kings,Atlanta Hawks,97.0,103.0,200.0,6.0,Atlanta Hawks,6.0,0.313,0.889,52.0,26.0,7.0,1.0,0.3,0.75,45.0,23.0,9.0,6.0
76,21500148.0,Utah Jazz,Atlanta Hawks,97.0,96.0,193.0,97.0,Utah Jazz,1.0,0.3329999999999999,0.706,40.0,21.0,7.0,7.0,0.364,0.8240000000000001,33.0,26.0,9.0,5.0
77,21500117.0,New Orleans Pelicans,Atlanta Hawks,98.0,106.0,204.0,98.0,New Orleans Pelicans,8.0,0.483,0.667,40.0,21.0,6.0,0.0,0.385,0.75,44.0,26.0,10.0,7.0
78,21500086.0,Washington Wizards,Atlanta Hawks,99.0,114.0,213.0,15.0,Atlanta Hawks,15.0,0.3329999999999999,0.882,41.0,27.0,11.0,3.0,0.3939999999999999,1.0,39.0,37.0,12.0,4.0
79,21500062.0,Brooklyn Nets,Atlanta Hawks,87.0,101.0,188.0,87.0,Brooklyn Nets,14.0,0.238,0.769,43.0,24.0,9.0,4.0,0.364,0.792,34.0,27.0,15.0,10.0
80,21500039.0,Atlanta Hawks,Charlotte Hornets,94.0,92.0,186.0,2.0,Atlanta Hawks,2.0,0.241,0.929,48.0,22.0,9.0,6.0,0.3779999999999999,0.933,45.0,27.0,7.0,13.0
81,21500019.0,Atlanta Hawks,New York Knicks,112.0,101.0,213.0,101.0,New York Knicks,11.0,0.417,0.6920000000000001,39.0,26.0,11.0,4.0,0.207,0.905,48.0,21.0,10.0,4.0
82,21601226.0,Atlanta Hawks,Indiana Pacers,86.0,104.0,190.0,18.0,Indiana Pacers,18.0,0.379,0.789,37.0,19.0,5.0,4.0,0.417,0.8420000000000001,41.0,21.0,5.0,7.0
83,21601197.0,Cleveland Cavaliers,Atlanta Hawks,125.0,126.0,251.0,1.0,Atlanta Hawks,1.0,0.413,0.8,53.0,28.0,4.0,3.0,0.29,0.784,45.0,31.0,8.0,4.0
84,21601177.0,Boston Celtics,Atlanta Hawks,116.0,123.0,239.0,7.0,Atlanta Hawks,7.0,0.349,0.794,38.0,28.0,9.0,4.0,0.478,0.706,52.0,26.0,7.0,4.0
85,21601138.0,Atlanta Hawks,Chicago Bulls,104.0,106.0,210.0,2.0,Chicago Bulls,2.0,0.3929999999999999,0.765,45.0,25.0,4.0,1.0,0.4,1.0,40.0,25.0,6.0,4.0
86,21601106.0,Phoenix Suns,Atlanta Hawks,91.0,95.0,186.0,91.0,Phoenix Suns,4.0,0.226,0.583,48.0,25.0,12.0,6.0,0.222,0.7240000000000001,51.0,24.0,5.0,6.0
87,21601078.0,Atlanta Hawks,Milwaukee Bucks,97.0,100.0,197.0,3.0,Milwaukee Bucks,3.0,0.364,0.875,49.0,20.0,5.0,3.0,0.296,0.875,35.0,27.0,10.0,6.0
88,21601044.0,Atlanta Hawks,Charlotte Hornets,90.0,105.0,195.0,105.0,Charlotte Hornets,15.0,0.324,0.4,45.0,26.0,3.0,5.0,0.4,0.65,33.0,28.0,12.0,4.0
89,21601017.0,Memphis Grizzlies,Atlanta Hawks,103.0,91.0,194.0,103.0,Memphis Grizzlies,12.0,0.357,0.833,48.0,29.0,7.0,5.0,0.296,0.735,38.0,19.0,6.0,9.0
90,21600981.0,Atlanta Hawks,Memphis Grizzlies,107.0,90.0,197.0,17.0,Atlanta Hawks,17.0,0.5,0.769,46.0,22.0,9.0,6.0,0.172,0.7390000000000001,41.0,22.0,11.0,3.0
91,21600950.0,Brooklyn Nets,Atlanta Hawks,105.0,110.0,215.0,105.0,Brooklyn Nets,5.0,0.3329999999999999,0.8,40.0,28.0,7.0,11.0,0.2,0.75,47.0,19.0,12.0,7.0
92,21600927.0,Indiana Pacers,Atlanta Hawks,97.0,96.0,193.0,1.0,Indiana Pacers,1.0,0.455,0.5710000000000001,44.0,24.0,6.0,4.0,0.3329999999999999,0.613,44.0,21.0,12.0,1.0
93,21600897.0,Dallas Mavericks,Atlanta Hawks,95.0,100.0,195.0,95.0,Dallas Mavericks,5.0,0.424,0.846,33.0,22.0,10.0,5.0,0.476,0.75,34.0,24.0,12.0,4.0
94,21600867.0,Atlanta Hawks,Orlando Magic,86.0,105.0,191.0,105.0,Orlando Magic,19.0,0.32,0.5379999999999999,48.0,21.0,4.0,4.0,0.296,0.958,47.0,21.0,11.0,8.0
95,21600846.0,Atlanta Hawks,Los Angeles Clippers,84.0,99.0,183.0,15.0,Los Angeles Clippers,15.0,0.2689999999999999,0.684,45.0,20.0,5.0,1.0,0.3779999999999999,0.917,40.0,24.0,18.0,3.0
96,21600806.0,Atlanta Hawks,Sacramento Kings,107.0,108.0,215.0,1.0,Sacramento Kings,1.0,0.367,0.774,37.0,19.0,6.0,5.0,0.5,0.667,39.0,27.0,12.0,2.0
97,21600772.0,Utah Jazz,Atlanta Hawks,120.0,95.0,215.0,120.0,Utah Jazz,25.0,0.385,0.667,44.0,31.0,9.0,7.0,0.353,0.7190000000000001,30.0,16.0,6.0,3.0
98,21600743.0,Atlanta Hawks,Houston Rockets,113.0,108.0,221.0,108.0,Houston Rockets,5.0,0.267,0.7390000000000001,56.0,26.0,8.0,5.0,0.255,0.758,37.0,19.0,11.0,4.0
99,21600711.0,New York Knicks,Atlanta Hawks,139.0,142.0,281.0,3.0,Atlanta Hawks,3.0,0.353,0.826,63.0,32.0,9.0,11.0,0.3229999999999999,0.7,64.0,36.0,4.0,2.0
100,21600683.0,Atlanta Hawks,Chicago Bulls,119.0,114.0,233.0,114.0,Chicago Bulls,5.0,0.5670000000000001,0.8420000000000001,39.0,29.0,5.0,5.0,0.296,0.769,41.0,18.0,6.0,5.0
101,21600653.0,Philadelphia 76ers,Atlanta Hawks,93.0,110.0,203.0,93.0,Philadelphia 76ers,17.0,0.414,0.833,39.0,27.0,8.0,6.0,0.35,0.565,47.0,24.0,8.0,5.0
102,21600633.0,Atlanta Hawks,Detroit Pistons,95.0,118.0,213.0,23.0,Detroit Pistons,23.0,0.24,0.784,32.0,22.0,1.0,4.0,0.4,0.643,60.0,27.0,6.0,0.0
103,21600607.0,Milwaukee Bucks,Atlanta Hawks,98.0,111.0,209.0,98.0,Milwaukee Bucks,13.0,0.316,0.778,36.0,25.0,11.0,4.0,0.5,0.778,37.0,29.0,9.0,4.0
104,21600573.0,Atlanta Hawks,Brooklyn Nets,117.0,97.0,214.0,97.0,Brooklyn Nets,20.0,0.304,0.579,53.0,25.0,11.0,12.0,0.345,0.7390000000000001,48.0,22.0,5.0,4.0
105,21600539.0,Atlanta Hawks,New Orleans Pelicans,99.0,94.0,193.0,5.0,Atlanta Hawks,5.0,0.391,0.8240000000000001,55.0,23.0,9.0,6.0,0.429,0.7859999999999999,52.0,19.0,8.0,4.0
106,21600508.0,San Antonio Spurs,Atlanta Hawks,112.0,114.0,226.0,2.0,Atlanta Hawks,2.0,0.3329999999999999,0.8640000000000001,47.0,27.0,5.0,6.0,0.5,0.593,46.0,25.0,6.0,6.0
107,21600478.0,New York Knicks,Atlanta Hawks,98.0,102.0,200.0,4.0,Atlanta Hawks,4.0,0.259,0.8079999999999999,55.0,20.0,8.0,7.0,0.259,0.778,55.0,19.0,8.0,3.0
108,21600451.0,Atlanta Hawks,Denver Nuggets,109.0,108.0,217.0,108.0,Denver Nuggets,1.0,0.32,0.818,40.0,26.0,10.0,4.0,0.32,0.743,46.0,27.0,3.0,7.0
109,21600415.0,Atlanta Hawks,Oklahoma City Thunder,110.0,108.0,218.0,2.0,Atlanta Hawks,2.0,0.391,0.792,35.0,24.0,5.0,2.0,0.286,0.769,44.0,13.0,8.0,3.0
110,21600392.0,Atlanta Hawks,Toronto Raptors,125.0,121.0,246.0,4.0,Atlanta Hawks,4.0,0.44,0.688,44.0,26.0,6.0,6.0,0.476,0.654,28.0,20.0,7.0,5.0
111,21600340.0,Atlanta Hawks,Milwaukee Bucks,114.0,110.0,224.0,110.0,Milwaukee Bucks,4.0,0.353,0.759,46.0,32.0,7.0,8.0,0.429,0.7140000000000001,43.0,26.0,11.0,5.0
112,21600307.0,Oklahoma City Thunder,Atlanta Hawks,102.0,99.0,201.0,3.0,Oklahoma City Thunder,3.0,0.3229999999999999,0.643,43.0,26.0,9.0,5.0,0.318,0.75,36.0,26.0,13.0,3.0
113,21600288.0,Detroit Pistons,Atlanta Hawks,121.0,85.0,206.0,121.0,Detroit Pistons,36.0,0.586,0.667,54.0,28.0,4.0,3.0,0.25,0.75,32.0,22.0,6.0,2.0
114,21600259.0,Atlanta Hawks,Golden State Warriors,100.0,105.0,205.0,5.0,Golden State Warriors,5.0,0.241,0.7,50.0,20.0,11.0,4.0,0.3429999999999999,0.792,41.0,25.0,6.0,10.0
115,21600231.0,Atlanta Hawks,Utah Jazz,68.0,95.0,163.0,27.0,Utah Jazz,27.0,0.32,0.667,40.0,11.0,8.0,4.0,0.294,0.833,55.0,17.0,9.0,9.0
116,21600209.0,New Orleans Pelicans,Atlanta Hawks,112.0,94.0,206.0,18.0,New Orleans Pelicans,18.0,0.44,0.917,40.0,29.0,11.0,9.0,0.345,0.6,40.0,22.0,5.0,6.0
117,21600174.0,Atlanta Hawks,Charlotte Hornets,96.0,100.0,196.0,4.0,Charlotte Hornets,4.0,0.25,0.647,49.0,25.0,9.0,6.0,0.345,0.667,44.0,25.0,11.0,4.0
118,21600154.0,Atlanta Hawks,Miami Heat,93.0,90.0,183.0,3.0,Atlanta Hawks,3.0,0.353,0.684,35.0,18.0,14.0,4.0,0.304,0.7859999999999999,48.0,13.0,11.0,7.0
119,21600111.0,Chicago Bulls,Atlanta Hawks,107.0,115.0,222.0,8.0,Atlanta Hawks,8.0,0.3329999999999999,0.762,31.0,24.0,14.0,3.0,0.45,0.815,48.0,24.0,8.0,7.0
120,21600084.0,Houston Rockets,Atlanta Hawks,97.0,112.0,209.0,15.0,Atlanta Hawks,15.0,0.3329999999999999,0.846,43.0,22.0,9.0,7.0,0.4,0.583,44.0,29.0,17.0,6.0
121,21600059.0,Los Angeles Lakers,Atlanta Hawks,123.0,116.0,239.0,123.0,Los Angeles Lakers,7.0,0.409,0.9,42.0,24.0,11.0,9.0,0.344,0.7929999999999999,37.0,30.0,10.0,1.0
122,21600026.0,Atlanta Hawks,Philadelphia 76ers,104.0,72.0,176.0,72.0,Philadelphia 76ers,32.0,0.25,0.652,47.0,31.0,11.0,7.0,0.278,0.733,39.0,16.0,9.0,5.0
123,21701214.0,Philadelphia 76ers,Atlanta Hawks,121.0,113.0,234.0,8.0,Philadelphia 76ers,8.0,0.4589999999999999,0.6,54.0,29.0,7.0,8.0,0.351,0.6920000000000001,39.0,27.0,10.0,3.0
124,21701184.0,Atlanta Hawks,Washington Wizards,103.0,97.0,200.0,6.0,Atlanta Hawks,6.0,0.3329999999999999,0.696,50.0,24.0,5.0,5.0,0.36,0.7829999999999999,45.0,18.0,8.0,4.0
125,21701158.0,Atlanta Hawks,Miami Heat,98.0,101.0,199.0,3.0,Miami Heat,3.0,0.3939999999999999,0.733,49.0,24.0,10.0,1.0,0.242,0.846,46.0,22.0,10.0,8.0
126,21701130.0,Philadelphia 76ers,Atlanta Hawks,101.0,91.0,192.0,10.0,Philadelphia 76ers,10.0,0.211,0.6920000000000001,53.0,34.0,10.0,6.0,0.231,0.667,59.0,24.0,9.0,4.0
