,GAME_ID,PTS
5023,21600667,220
6102,21600668,207
15245,21600669,213
4483,21600670,241
1805,21600671,246
8250,21600672,212
13630,21600673,192
12018,21600674,214
5022,21600675,231
736,21600676,231
8783,21600677,192
13629,21600678,196
7181,21600679,223
1275,21600680,228
735,21600681,229
7712,21600682,215
2342,21600683,233
6642,21600684,223
13091,21600685,200
1804,21600686,219
15778,21600687,216
2875,21600688,198
5560,21600689,203
12552,21600690,207
7180,21600691,212
10401,21600692,247
5559,21600693,184
4481,21600694,241
1274,21600695,240
9323,21600696,226
734,21600697,226
6641,21600698,188
15777,21600699,217
6100,21600700,188
1803,21600701,222
14707,21600702,198
14167,21600703,221
15776,21600704,215
6099,21600705,219
6640,21600706,220
3952,21600707,242
14166,21600708,197
10400,21600709,235
7179,21600710,238
8247,21600711,281
12551,21600712,198
9322,21600713,221
1802,21600714,201
13089,21600715,227
9862,21600716,229
2873,21600717,206
10937,21600718,224
7709,21600719,200
8780,21600720,216
15243,21600721,222
1272,21600722,201
14165,21600723,211
14705,21600724,218
1801,21600725,214
4479,21600726,188
12015,21600727,202
10936,21600728,213
3413,21600729,236
9321,21600730,186
7177,21600731,222
13087,21600732,213
7708,21600733,185
197,21600734,209
15242,21600735,216
9860,21600736,208
14164,21600737,218
6639,21600738,192
10398,21600739,238
2339,21600740,228
15774,21600741,237
14704,21600742,224
4478,21600743,221
12014,21600744,188
5019,21600745,253
13086,21600746,196
9320,21600747,203
15241,21600748,224
2338,21600749,238
14163,21600750,216
5556,21600751,220
3411,21600752,238
10397,21600753,208
2870,21600754,212
1799,21600755,196
8777,21600756,199
15240,21600757,189
9858,21600758,227
8244,21600759,215
13625,21600760,203
10396,21600761,249
3410,21600762,218
7175,21600763,206
11474,21600764,215
13085,21600765,198
729,21600766,209
12547,21600767,204
8243,21600768,228
1269,21600769,275
9318,21600770,183
13084,21600771,227
13624,21600772,215
9857,21600773,209
10395,21600774,217
7174,21600775,228
3409,21600776,197
12012,21600777,163
11473,21600778,219
15772,21600779,218
4476,21600780,232
10933,21600781,227
12011,21600782,214
1268,21600783,249
7704,21600784,224
3408,21600785,223
15238,21600786,223
6094,21600787,194
10394,21600788,201
1797,21600789,221
13083,21600790,221
5016,21600791,234
2336,21600792,215
728,21600793,200
4475,21600794,202
8775,21600795,223
12545,21600796,227
13622,21600797,217
10932,21600798,231
7703,21600799,207
3407,21600800,254
15237,21600801,195
5553,21600802,236
3946,21600803,229
1796,21600804,228
9316,21600805,219
192,21600806,215
10393,21600807,212
15770,21600808,209
9315,21600809,216
9854,21600810,226
3406,21600811,234
10392,21600812,235
12544,21600813,244
2866,21600814,192
726,21600815,216
7171,21600816,206
8240,21600817,184
13082,21600818,203
1795,21600819,204
12543,21600820,218
9853,21600821,204
7702,21600822,215
8773,21600823,223
6633,21600824,191
12008,21600825,216
2865,21600826,209
3944,21600827,242
13620,21600828,160
1794,21600829,218
191,21600830,213
2333,21600831,199
1265,21600832,224
11469,21600833,193
8772,21600834,186
1264,21600835,217
9852,21600836,224
15768,21600837,175
6632,21600838,254
15234,21600839,189
1793,21600840,186
6090,21600841,226
3404,21600842,211
10930,21600843,199
5551,21600844,238
12542,21600845,221
190,21600846,183
3943,21600847,195
9312,21600848,209
2332,21600849,207
10929,21600850,215
15233,21600851,222
1792,21600852,228
8238,21600853,223
5012,21600854,236
3403,21600855,216
14697,21600856,232
9311,21600857,194
13079,21600858,204
2331,21600859,249
13618,21600860,204
12541,21600861,203
7168,21600862,181
6089,21600863,198
3402,21600864,238
12006,21600865,202
11466,21600866,184
8770,21600867,191
8237,21600868,219
9310,21600869,208
2862,21600870,179
2330,21600871,216
7167,21600872,272
3941,21600873,207
5549,21600874,217
10388,21600875,196
14155,21600876,203
13617,21600877,194
13078,21600878,218
721,21600879,202
12540,21600880,228
15765,21600881,245
8236,21600882,183
9849,21600883,227
1261,21600884,197
187,21600885,212
9309,21600886,225
6087,21600887,185
11465,21600888,190
14695,21600889,220
15231,21600890,233
2329,21600891,232
14154,21600892,242
12539,21600893,215
15764,21600894,213
8769,21600895,191
13076,21600896,201
186,21600897,195
6086,21600898,223
3399,21600899,208
1789,21600900,195
1260,21600901,202
12004,21600902,199
7165,21600903,187
4469,21600904,225
11464,21600905,209
2328,21600906,181
15763,21600907,223
12538,21600908,223
8234,21600909,207
13075,21600910,220
8768,21600911,209
5008,21600912,213
185,21600913,265
14153,21600914,204
7697,21600915,209
10385,21600916,229
1788,21600917,199
5547,21600918,210
9846,21600919,242
6626,21600920,195
1258,21600921,212
2327,21600922,192
15762,21600923,214
4468,21600924,231
12002,21600925,187
10925,21600926,246
184,21600927,193
3937,21600928,217
717,21600929,215
14692,21600930,229
13613,21600931,219
2858,21600932,193
1787,21600933,202
9845,21600934,210
8232,21600935,218
1257,21600936,204
3936,21600937,230
15228,21600938,204
14151,21600939,231
7150,21600940,219
9306,21600941,188
12001,21600942,222
11462,21600943,204
1786,21600944,171
5006,21600945,218
12535,21600946,247
5545,21600947,233
10383,21600948,258
2325,21600949,189
7694,21600950,215
6082,21600951,209
8231,21600952,197
13073,21600953,181
13611,21600954,223
5005,21600955,198
15227,21600956,213
12000,21600957,218
3396,21600958,236
3935,21600959,185
15226,21600960,207
14150,21600961,212
11999,21600962,194
10923,21600963,222
5544,21600964,232
8764,21600965,202
2324,21600966,209
6623,21600967,184
7162,21600968,205
181,21600969,204
714,21600970,218
2856,21600971,201
11460,21600972,252
13610,21600973,216
5003,21600974,212
8230,21600975,204
15758,21600976,247
8763,21600977,220
7161,21600978,197
13071,21600979,193
3933,21600980,192
180,21600981,197
2855,21600982,198
14688,21600983,249
11459,21600984,197
713,21600985,180
7692,21600986,232
6080,21600987,200
10921,21600988,211
4464,21600989,229
5543,21600990,234
2322,21600991,224
13070,21600992,178
6621,21600993,206
179,21600994,206
7160,21600995,223
13609,21600996,222
8762,21600997,235
5542,21600998,230
15224,21600999,224
12532,21601000,226
9302,21601001,168
10920,21601002,177
9841,21601003,210
14686,21601004,219
15756,21601005,175
7159,21601006,221
1782,21601007,232
13608,21601008,180
14147,21601009,189
5541,21601010,239
11996,21601011,216
11457,21601012,208
5001,21601013,193
13607,21601014,174
12531,21601015,225
7690,21601016,231
14146,21601017,194
5000,21601018,243
8761,21601019,214
9840,21601020,190
14685,21601021,219
711,21601022,193
15222,21601023,162
4462,21601024,240
7158,21601025,228
10378,21601026,212
5540,21601027,210
12530,21601028,204
177,21601029,210
15755,21601030,191
4999,21601031,186
2319,21601032,181
11995,21601033,200
3391,21601034,214
3930,21601035,209
7688,21601036,215
9839,21601037,204
10377,21601038,207
1780,21601039,232
9300,21601040,207
10917,21601041,219
11455,21601042,220
5539,21601043,245
15754,21601044,195
9838,21601045,221
9299,21601046,207
709,21601047,212
4460,21601048,249
12529,21601049,206
4998,21601050,219
13066,21601051,242
15220,21601052,194
6076,21601053,209
1779,21601054,177
2850,21601055,199
7156,21601056,193
6617,21601057,183
4997,21601058,242
15753,21601059,211
708,21601060,209
15219,21601061,212
9837,21601062,219
175,21601063,204
1249,21601064,239
6616,21601065,214
13604,21601066,209
10375,21601067,224
6075,21601068,185
2849,21601069,192
11992,21601070,187
10915,21601071,205
14681,21601072,237
1248,21601073,217
15218,21601074,202
9297,21601075,242
707,21601076,250
2316,21601077,224
174,21601078,197
1778,21601079,224
7155,21601080,249
11453,21601081,214
4995,21601082,203
14680,21601083,242
13064,21601084,180
8223,21601085,204
7154,21601086,212
10373,21601087,226
7684,21601088,199
11452,21601089,195
2315,21601090,203
12527,21601091,262
9296,21601092,201
706,21601093,220
14142,21601094,200
1777,21601095,205
5536,21601096,178
8756,21601097,243
8222,21601098,204
1246,21601099,177
2847,21601100,183
11451,21601101,181
13602,21601102,208
15750,21601103,226
7153,21601104,229
9834,21601105,207
10372,21601106,186
15216,21601107,193
4457,21601108,219
3386,21601109,235
14679,21601110,227
9833,21601111,191
8755,21601112,220
6612,21601113,203
15749,21601114,216
8221,21601115,193
14140,21601116,207
2846,21601117,239
11989,21601118,208
14678,21601119,257
11450,21601120,194
7682,21601121,179
2314,21601122,192
7152,21601123,223
4992,21601124,242
10911,21601125,224
9293,21601126,211
3385,21601127,236
9832,21601128,227
704,21601129,233
15214,21601130,213
14139,21601131,189
11449,21601132,206
6071,21601133,192
14677,21601134,183
11988,21601135,195
3923,21601136,205
5533,21601137,219
2313,21601138,210
8753,21601139,232
11448,21601140,240
10910,21601141,247
12523,21601142,214
14138,21601143,211
6610,21601144,214
703,21601145,204
1773,21601146,227
9831,21601147,218
7680,21601148,173
3384,21601149,229
9292,21601150,265
13599,21601151,212
3922,21601152,254
10369,21601153,239
7679,21601154,259
15746,21601155,229
8752,21601156,224
9291,21601157,198
3383,21601158,265
6609,21601159,189
2311,21601160,191
11986,21601161,184
7149,21601162,228
2843,21601163,185
13598,21601164,193
6069,21601165,211
15213,21601166,207
12521,21601167,203
3382,21601168,214
1241,21601169,205
5531,21601170,197
10368,21601171,231
2842,21601172,213
9829,21601173,192
8751,21601174,222
6608,21601175,193
8217,21601176,209
168,21601177,239
7148,21601178,203
167,21601179,214
13057,21601180,190
14135,21601181,189
15212,21601182,223
2841,21601183,191
3381,21601184,228
7147,21601185,233
10367,21601186,219
5530,21601187,192
7677,21601188,213
15744,21601189,235
8750,21601190,239
9828,21601191,172
6067,21601192,209
4989,21601193,185
13596,21601194,187
3919,21601195,224
13056,21601196,207
1239,21601197,251
12519,21601198,211
2840,21601199,235
11445,21601200,263
15211,21601201,193
5529,21601202,219
9827,21601203,231
699,21601204,219
6066,21601205,245
8749,21601206,197
6606,21601207,168
14672,21601208,206
10905,21601209,197
4988,21601210,221
13595,21601211,204
165,21601212,179
7145,21601213,198
2839,21601214,200
1769,21601215,204
10365,21601216,233
8748,21601217,222
13055,21601218,181
6605,21601219,206
8214,21601220,227
14671,21601221,212
7675,21601222,185
14133,21601223,193
4449,21601224,241
12517,21601225,216
9287,21601226,190
13594,21601227,198
11443,21601228,210
5527,21601229,203
10904,21601230,203
1400,21700001,201
4080,21700002,243
15905,21700003,192
9450,21700004,271
8911,21700005,225
14834,21700006,235
6768,21700007,208
1931,21700008,194
3001,21700009,228
13757,21700010,202
7307,21700011,206
10528,21700012,200
11606,21700013,205
2470,21700014,217
12680,21700015,189
5690,21700016,200
15904,21700017,200
11066,21700018,210
9988,21700019,194
14833,21700020,226
6767,21700021,213
8910,21700022,247
13756,21700023,197
3000,21700024,181
4079,21700025,248
5689,21700026,262
9987,21700027,222
1398,21700028,207
6227,21700029,220
8376,21700030,218
2469,21700031,164
4610,21700032,198
14295,21700033,212
11065,21700034,223
3540,21700035,175
13755,21700036,183
5149,21700037,218
325,21700038,220
7305,21700039,228
5688,21700040,231
15369,21700041,183
324,21700042,197
4609,21700043,188
15903,21700044,197
4077,21700045,236
13216,21700046,198
14832,21700047,213
10525,21700048,232
2468,21700049,231
8908,21700050,246
858,21700051,199
7304,21700052,237
11064,21700053,196
13754,21700054,186
15902,21700055,203
15368,21700056,223
4608,21700057,209
7834,21700058,219
6225,21700059,217
9446,21700060,210
2997,21700061,197
13753,21700062,185
4076,21700063,229
14831,21700064,201
2467,21700065,177
2996,21700066,187
6764,21700067,185
5147,21700068,207
11602,21700069,220
15901,21700070,202
12140,21700071,201
3537,21700072,205
8374,21700073,193
12676,21700074,235
14830,21700075,237
13214,21700076,193
1395,21700077,224
856,21700078,186
12675,21700079,170
4606,21700080,192
2995,21700081,222
13752,21700082,177
11062,21700083,221
5146,21700084,182
6763,21700085,223
12139,21700086,191
3536,21700087,235
15900,21700088,233
14829,21700089,193
8373,21700090,209
4074,21700091,222
855,21700092,202
7301,21700093,247
8372,21700094,226
4605,21700095,222
14290,21700096,203
8905,21700097,214
13751,21700098,193
13213,21700099,184
5145,21700100,254
9444,21700101,184
7831,21700102,236
6762,21700103,201
5684,21700104,206
15898,21700105,247
1393,21700106,231
320,21700107,228
14828,21700108,238
854,21700109,199
2465,21700110,188
8371,21700111,216
8904,21700112,200
1924,21700113,202
13212,21700114,240
11060,21700115,215
5144,21700116,217
12137,21700117,204
11059,21700118,223
6760,21700119,201
8903,21700120,188
9981,21700121,231
1392,21700122,252
319,21700123,223
10520,21700124,227
1923,21700125,193
12136,21700126,209
6221,21700127,189
13749,21700128,209
853,21700129,195
5682,21700130,236
5143,21700131,217
15363,21700132,207
2463,21700133,186
7299,21700134,211
4071,21700135,235
318,21700136,232
6220,21700137,205
852,21700138,192
14826,21700139,203
4602,21700140,247
10519,21700141,207
9441,21700142,209
15896,21700143,206
12672,21700144,202
5681,21700145,209
851,21700146,217
7829,21700147,190
4070,21700148,177
6759,21700149,243
9440,21700150,229
2990,21700151,212
8368,21700152,231
2462,21700153,233
12134,21700154,227
7828,21700155,216
9980,21700156,201
14286,21700157,195
12671,21700158,180
9439,21700159,211
8367,21700160,211
5680,21700161,203
6218,21700162,241
7297,21700163,226
14824,21700164,206
13208,21700165,240
4601,21700166,230
11596,21700167,217
3530,21700168,196
15361,21700169,215
849,21700170,177
2461,21700171,192
5140,21700172,231
12133,21700173,181
10516,21700174,240
13746,21700175,158
11056,21700176,198
14823,21700177,207
1919,21700178,214
11595,21700179,209
4600,21700180,207
1388,21700181,215
6757,21700182,188
2460,21700183,227
4068,21700184,249
8899,21700185,232
7296,21700186,228
7826,21700187,220
13207,21700188,189
15360,21700189,215
4599,21700190,213
2988,21700191,211
14822,21700192,202
8365,21700193,205
6756,21700194,213
314,21700195,211
5677,21700196,193
13744,21700197,207
3528,21700198,181
8898,21700199,210
5138,21700200,214
7825,21700201,211
4598,21700202,242
2987,21700203,188
313,21700204,206
6215,21700205,195
13743,21700206,207
15893,21700207,222
9436,21700208,229
15359,21700209,194
12130,21700210,184
1917,21700211,241
12667,21700212,171
11054,21700213,193
5676,21700214,224
846,21700215,180
4597,21700216,258
15358,21700217,207
14820,21700218,179
13742,21700219,225
5137,21700220,231
13204,21700221,191
15892,21700222,243
12666,21700223,205
2986,21700224,198
11053,21700225,168
1916,21700226,260
5675,21700227,235
5136,21700228,189
8896,21700229,210
845,21700230,209
9975,21700231,240
14282,21700232,188
2985,21700233,190
11052,21700234,192
6213,21700235,215
7823,21700236,229
13203,21700237,191
7292,21700238,197
2457,21700239,218
5674,21700240,236
15890,21700241,220
15356,21700242,204
8895,21700243,202
9974,21700244,193
8362,21700245,192
11051,21700246,192
14818,21700247,187
1915,21700248,221
844,21700249,212
12128,21700250,181
11590,21700251,212
5673,21700252,197
15889,21700253,253
1383,21700254,228
11050,21700255,182
310,21700256,219
843,21700257,202
8361,21700258,208
4595,21700259,220
14280,21700260,189
7290,21700261,242
12127,21700262,197
4063,21700263,199
10510,21700264,220
13739,21700265,190
11589,21700266,215
11049,21700267,252
8360,21700268,220
8893,21700269,221
1382,21700270,199
9432,21700271,211
7289,21700272,206
15355,21700273,197
3523,21700274,196
10509,21700275,206
2454,21700276,237
12126,21700277,192
8892,21700278,241
11048,21700279,213
308,21700280,190
9431,21700281,206
4594,21700282,219
12662,21700283,178
4061,21700284,205
6751,21700285,229
11588,21700286,192
6210,21700287,193
7288,21700288,227
7820,21700289,186
9430,21700290,230
9971,21700291,204
15354,21700292,226
11047,21700293,194
7819,21700294,220
12125,21700295,223
11587,21700296,216
5671,21700297,235
1380,21700298,205
2452,21700299,203
7287,21700300,181
3522,21700301,183
6750,21700302,199
15353,21700303,238
12661,21700304,229
9970,21700305,231
6208,21700306,201
13199,21700307,239
4592,21700308,215
1911,21700309,222
7818,21700310,213
12124,21700311,199
4059,21700312,250
1379,21700313,235
9969,21700314,205
3521,21700315,221
11046,21700316,194
13736,21700317,233
8889,21700318,245
13198,21700319,235
15352,21700320,200
15885,21700321,205
11585,21700322,213
14276,21700323,174
7285,21700324,218
1910,21700325,222
10505,21700326,227
5130,21700327,190
306,21700328,216
14275,21700329,227
9968,21700330,211
11584,21700331,213
5669,21700332,215
1909,21700333,239
8888,21700334,205
4057,21700335,218
7284,21700336,218
12122,21700337,177
4591,21700338,213
8887,21700339,198
8355,21700340,212
10504,21700341,216
305,21700342,200
837,21700343,211
2449,21700344,204
7283,21700345,187
4056,21700346,240
2978,21700347,227
12121,21700348,189
13734,21700349,185
10503,21700350,239
13733,21700351,194
11044,21700352,198
1376,21700353,196
9426,21700354,194
8886,21700355,216
836,21700356,187
14273,21700357,187
15883,21700358,188
15349,21700359,204
3518,21700360,237
12120,21700361,222
7282,21700362,220
5667,21700363,211
10502,21700364,208
7815,21700365,195
4590,21700366,213
15882,21700367,230
15348,21700368,200
9425,21700369,208
3517,21700370,192
13196,21700371,223
6745,21700372,211
11582,21700373,225
12119,21700374,207
5127,21700375,225
7814,21700376,190
15881,21700377,209
303,21700378,227
9965,21700379,203
8353,21700380,206
13731,21700381,217
12656,21700382,203
12118,21700383,205
4589,21700384,241
11581,21700385,189
834,21700386,172
9424,21700387,242
7281,21700388,189
1905,21700389,255
8352,21700390,218
2445,21700391,193
1904,21700392,253
14270,21700393,189
15880,21700394,219
4053,21700395,215
13194,21700396,187
1373,21700397,237
15346,21700398,187
8351,21700399,222
14808,21700400,201
7280,21700401,230
2974,21700402,184
11580,21700403,191
9423,21700404,195
5125,21700405,201
14269,21700406,180
3514,21700407,242
6202,21700408,197
2444,21700409,203
6743,21700410,223
13193,21700411,224
15879,21700412,204
15345,21700413,196
8350,21700414,215
1372,21700415,233
11579,21700416,215
2973,21700417,209
15878,21700418,202
15344,21700419,202
8882,21700420,183
12653,21700421,236
5124,21700422,191
13729,21700423,202
13192,21700424,207
299,21700425,190
2443,21700426,224
3513,21700427,228
4586,21700428,233
15877,21700429,184
13728,21700430,209
12652,21700431,207
6200,21700432,175
4585,21700433,226
10498,21700434,214
12115,21700435,194
14267,21700436,195
11578,21700437,201
15343,21700438,224
7810,21700439,206
14805,21700440,205
15876,21700441,200
829,21700442,223
298,21700443,214
9961,21700444,232
13727,21700445,219
11038,21700446,215
3512,21700447,189
10497,21700448,188
12114,21700449,200
5663,21700450,230
11577,21700451,196
14804,21700452,222
6740,21700453,235
13190,21700454,240
9419,21700455,200
6198,21700456,179
11576,21700457,203
2441,21700458,206
4583,21700459,238
13726,21700460,186
2970,21700461,203
7276,21700462,216
11037,21700463,184
14266,21700464,181
5121,21700465,203
1368,21700466,227
13189,21700467,223
827,21700468,195
14265,21700469,192
12112,21700470,189
8346,21700471,205
1900,21700472,208
14803,21700473,203
6197,21700474,214
5120,21700475,246
6739,21700476,213
296,21700477,237
11036,21700478,187
5661,21700479,219
13188,21700480,188
6738,21700481,217
7807,21700482,242
8878,21700483,233
295,21700484,219
826,21700485,209
6196,21700486,203
14264,21700487,227
13724,21700488,192
3509,21700489,177
7275,21700490,221
11035,21700491,187
11575,21700492,207
8345,21700493,203
4047,21700494,191
14801,21700495,214
4581,21700496,219
5659,21700497,225
15340,21700498,190
2967,21700499,191
8877,21700500,196
6737,21700501,221
12110,21700502,206
3508,21700503,190
14263,21700504,196
11574,21700505,217
824,21700506,193
2966,21700507,192
294,21700508,212
8344,21700509,179
3507,21700510,253
7805,21700511,241
13186,21700512,231
11573,21700513,204
13722,21700514,227
5658,21700515,208
8876,21700516,191
823,21700517,197
6736,21700518,198
12109,21700519,226
11034,21700520,224
14799,21700521,224
293,21700522,209
6194,21700523,198
9415,21700524,226
2965,21700525,248
12645,21700526,192
10492,21700527,212
4045,21700528,211
5117,21700529,227
15338,21700530,172
8875,21700531,228
8342,21700532,208
292,21700533,193
1365,21700534,205
14261,21700535,269
9955,21700536,209
2435,21700537,224
7271,21700538,197
822,21700539,213
4578,21700540,290
12644,21700541,229
15870,21700542,204
11571,21700543,210
10491,21700544,233
8874,21700545,193
13184,21700546,258
11032,21700547,244
7270,21700548,210
1364,21700549,237
12107,21700550,191
10490,21700551,207
15869,21700552,242
14259,21700553,218
4577,21700554,214
12106,21700555,218
8340,21700556,224
7269,21700557,195
6192,21700558,215
1363,21700559,190
13183,21700560,239
9413,21700561,223
4043,21700562,247
10489,21700563,245
13720,21700564,206
12643,21700565,229
4576,21700566,238
12642,21700567,244
6191,21700568,210
15336,21700569,192
820,21700570,175
6732,21700571,239
2962,21700572,251
12105,21700573,192
3504,21700574,190
14796,21700575,202
11030,21700576,199
5653,21700577,202
5113,21700578,226
7800,21700579,172
15335,21700580,209
2431,21700581,211
8872,21700582,258
6731,21700583,213
7267,21700584,214
11569,21700585,204
13718,21700586,205
2961,21700587,196
12641,21700588,214
12104,21700589,221
289,21700590,245
6730,21700591,205
7799,21700592,227
2430,21700593,223
7266,21700594,226
15334,21700595,221
11568,21700596,207
4040,21700597,238
5112,21700598,215
6189,21700599,179
11028,21700600,223
2960,21700601,213
11567,21700602,185
15867,21700603,226
9410,21700604,220
14794,21700605,211
7798,21700606,194
8337,21700607,241
4573,21700608,233
14257,21700609,207
8870,21700610,213
7265,21700611,192
287,21700612,207
4039,21700613,231
818,21700614,217
13179,21700615,232
11566,21700616,236
5650,21700617,174
13716,21700618,187
9409,21700619,192
8869,21700620,244
286,21700621,215
4038,21700622,202
7264,21700623,226
1891,21700624,232
3500,21700625,165
10486,21700626,207
2958,21700627,208
11565,21700628,231
12638,21700629,192
14792,21700630,232
4037,21700631,252
15332,21700632,212
3499,21700633,192
6187,21700634,176
1890,21700635,241
10485,21700636,217
7263,21700637,223
15864,21700638,225
9950,21700639,228
6726,21700640,199
12100,21700641,201
7795,21700642,223
11564,21700643,183
2427,21700644,230
5648,21700645,237
1358,21700646,226
9407,21700647,203
5108,21700648,215
7262,21700649,210
1889,21700650,229
2957,21700651,207
10484,21700652,229
15863,21700653,242
1888,21700654,187
12099,21700655,195
15330,21700656,187
4035,21700657,231
8333,21700658,204
6725,21700659,207
12636,21700660,204
13714,21700661,225
5107,21700662,213
816,21700663,169
1357,21700664,207
7261,21700665,214
9406,21700666,186
13175,21700667,169
7793,21700668,196
15329,21700669,234
14253,21700670,194
3496,21700671,208
13713,21700672,232
9405,21700673,185
12635,21700674,272
283,21700675,210
6183,21700676,211
14252,21700677,215
6724,21700678,210
4034,21700679,224
7260,21700680,224
5106,21700681,238
2956,21700682,225
8866,21700683,198
8331,21700684,234
15328,21700685,201
12097,21700686,180
15861,21700687,219
282,21700688,194
6182,21700689,189
14251,21700690,206
10482,21700691,214
2424,21700692,260
2955,21700693,173
3495,21700694,205
7259,21700695,244
8865,21700696,204
12634,21700697,217
12096,21700698,216
8330,21700699,235
5644,21700700,215
1885,21700701,197
15327,21700702,193
10481,21700703,217
9946,21700704,216
281,21700705,201
4567,21700706,201
14250,21700707,193
11020,21700708,237
5104,21700709,215
6181,21700710,177
12633,21700711,233
3494,21700712,248
4032,21700713,239
15859,21700714,231
9402,21700715,223
13172,21700716,190
5643,21700717,211
14249,21700718,209
6722,21700719,207
4566,21700720,228
11019,21700721,200
12094,21700722,175
8328,21700723,192
12632,21700724,229
8864,21700725,226
279,21700726,233
6180,21700727,186
812,21700728,214
7789,21700729,208
2952,21700730,180
6721,21700731,206
4565,21700732,215
5102,21700733,215
1353,21700734,225
5642,21700735,234
12631,21700736,234
12093,21700737,211
9400,21700738,201
7255,21700739,205
10478,21700740,229
6720,21700741,202
2951,21700742,183
811,21700743,221
12630,21700744,198
7788,21700745,206
7254,21700746,213
15324,21700747,239
4564,21700748,221
1882,21700749,217
12092,21700750,210
4030,21700751,228
11018,21700752,200
9399,21700753,206
8862,21700754,232
15856,21700755,233
7787,21700756,224
1351,21700757,180
8326,21700758,176
11017,21700759,232
2950,21700760,190
14246,21700761,206
13169,21700762,241
7253,21700763,197
12091,21700764,193
12629,21700765,251
9398,21700766,259
276,21700767,229
7786,21700768,201
11016,21700769,235
9941,21700770,200
6718,21700771,182
12628,21700772,214
10476,21700773,226
4029,21700774,223
5100,21700775,216
6176,21700776,218
9397,21700777,192
14783,21700778,213
1350,21700779,208
1880,21700780,225
13706,21700781,231
3489,21700782,223
2949,21700783,205
11015,21700784,193
6717,21700785,203
275,21700786,195
13167,21700787,187
5639,21700788,212
10475,21700789,225
15321,21700790,202
9396,21700791,213
6175,21700792,220
13705,21700793,242
3488,21700794,225
11554,21700795,202
2948,21700796,205
1349,21700797,214
807,21700798,202
14244,21700799,190
7784,21700800,236
8323,21700801,192
14781,21700802,217
12626,21700803,230
10474,21700804,205
7783,21700805,221
4560,21700806,210
1348,21700807,278
14243,21700808,180
1860,21700809,188
10473,21700810,210
273,21700811,198
8322,21700812,201
806,21700813,214
15852,21700814,212
4026,21700815,224
12625,21700816,187
15319,21700817,203
9938,21700818,182
272,21700819,230
9395,21700820,188
6715,21700821,176
2417,21700822,227
4559,21700823,234
13703,21700824,200
11012,21700825,218
1877,21700826,266
6714,21700827,215
5097,21700828,210
2416,21700829,191
5636,21700830,253
4025,21700831,227
3486,21700832,236
15850,21700833,226
15318,21700834,233
804,21700835,220
9394,21700836,234
2945,21700837,201
7249,21700838,217
14242,21700839,202
13702,21700840,211
1876,21700841,221
9936,21700842,200
5096,21700843,215
8856,21700844,206
13701,21700845,200
4024,21700846,212
13163,21700847,227
270,21700848,189
4557,21700849,234
1345,21700850,232
2944,21700851,223
12086,21700852,226
269,21700853,202
8855,21700854,206
9935,21700855,206
7780,21700856,211
8319,21700857,231
803,21700858,248
13162,21700859,220
11550,21700860,191
12622,21700861,235
5635,21700862,256
13700,21700863,204
4023,21700864,240
3484,21700865,257
7247,21700866,230
7779,21700867,207
8318,21700868,233
1344,21700869,213
2413,21700870,231
11549,21700871,217
5094,21700872,261
802,21700873,208
9392,21700874,209
14776,21700875,227
6711,21700876,241
4555,21700877,222
1343,21700878,201
1874,21700879,247
3483,21700880,241
5093,21700881,245
13699,21700882,181
5633,21700883,226
9933,21700884,221
6169,21700885,204
801,21700886,233
12620,21700887,192
2412,21700888,226
11008,21700889,210
13698,21700890,187
11548,21700891,221
15314,21700892,212
6710,21700893,244
1342,21700894,204
14775,21700895,203
3482,21700896,233
267,21700897,227
800,21700898,207
7778,21700899,191
8316,21700900,236
13160,21700901,217
10467,21700902,241
8852,21700903,217
2941,21700904,212
4553,21700905,181
11547,21700906,218
15845,21700907,221
7777,21700908,252
6168,21700909,203
6709,21700910,211
11546,21700911,215
3481,21700912,242
15312,21700913,197
8851,21700914,221
9390,21700915,209
799,21700916,240
14773,21700917,210
10466,21700918,212
12618,21700919,221
1871,21700920,237
5091,21700921,197
5630,21700922,244
9930,21700923,205
11545,21700924,227
7243,21700925,207
15311,21700926,221
15843,21700927,209
265,21700928,223
14772,21700929,197
2409,21700930,208
14236,21700931,210
9389,21700932,199
12617,21700933,240
13696,21700934,224
8315,21700935,233
8849,21700936,207
1339,21700937,243
15310,21700938,201
4551,21700939,243
12082,21700940,228
11005,21700941,208
13695,21700942,189
264,21700943,225
13157,21700944,201
9388,21700945,193
2938,21700946,235
6706,21700947,228
7775,21700948,243
8314,21700949,201
1338,21700950,202
6705,21700951,181
10463,21700952,228
2408,21700953,194
14234,21700954,198
8848,21700955,174
5628,21700956,211
15841,21700957,242
13156,21700958,196
14770,21700959,230
4550,21700960,234
2937,21700961,225
8313,21700962,198
4017,21700963,215
1869,21700964,237
9386,21700965,188
15308,21700966,240
14233,21700967,229
6704,21700968,209
11542,21700969,215
3477,21700970,221
8847,21700971,215
15840,21700972,236
9926,21700973,207
796,21700974,226
12614,21700975,202
12080,21700976,217
2406,21700977,182
9385,21700978,199
13154,21700979,213
14232,21700980,173
8312,21700981,232
14769,21700982,213
3476,21700983,241
11002,21700984,233
11541,21700985,182
1336,21700986,218
10461,21700987,237
14768,21700988,231
14231,21700989,194
12079,21700990,198
5086,21700991,218
13153,21700992,238
261,21700993,251
4014,21700994,212
13691,21700995,215
3475,21700996,234
4547,21700997,187
795,21700998,196
7772,21700999,217
1335,21701000,240
12078,21701001,202
14230,21701002,224
