,GAME_ID,PTS
140,21500331,201
8190,21500332,196
9266,21500333,179
1215,21500334,187
15185,21500335,202
675,21500336,243
6581,21500337,173
14109,21500338,222
1746,21500339,212
7122,21500340,219
12494,21500341,184
11957,21500342,196
10880,21500343,202
7652,21500344,205
674,21500345,191
15184,21500346,214
139,21500347,181
1745,21500348,192
5503,21500349,223
2814,21500350,225
3892,21500351,203
10879,21500352,222
10340,21500353,209
6043,21500354,197
13030,21500355,172
13572,21500356,202
13029,21500357,196
8724,21500358,187
4962,21500359,208
138,21500360,188
9800,21500361,211
14107,21500362,207
2813,21500363,198
13571,21500364,199
4424,21500365,222
10878,21500366,206
673,21500367,166
7120,21500368,212
4423,21500369,204
6579,21500370,208
9263,21500371,188
15718,21500372,211
7650,21500373,202
15182,21500374,235
7119,21500375,209
9799,21500376,233
14106,21500377,183
10877,21500378,196
11954,21500379,209
1743,21500380,198
10338,21500381,231
4961,21500382,193
13028,21500383,208
12491,21500384,204
4422,21500385,194
7649,21500386,201
10876,21500387,196
9798,21500388,204
671,21500389,210
13027,21500390,202
2283,21500391,291
11417,21500392,194
11953,21500393,222
2811,21500394,185
3352,21500395,185
10337,21500396,192
6577,21500397,233
12490,21500398,196
14646,21500399,210
2282,21500400,198
4421,21500401,204
14104,21500402,180
7117,21500403,185
10875,21500404,225
1212,21500405,194
10336,21500406,196
135,21500407,203
11416,21500408,198
3351,21500409,255
11415,21500410,212
7116,21500411,212
8720,21500412,206
10874,21500413,203
7647,21500414,207
15715,21500415,197
9260,21500416,198
13568,21500417,199
4958,21500418,199
14103,21500419,194
6038,21500420,185
13025,21500421,202
3350,21500422,218
15714,21500423,191
8184,21500424,175
9259,21500425,214
4419,21500426,205
14102,21500427,191
2809,21500428,237
133,21500429,207
6575,21500430,213
7115,21500431,191
1740,21500432,204
3349,21500433,200
13567,21500434,188
5498,21500435,205
6037,21500436,182
12487,21500437,201
3888,21500438,172
11950,21500439,172
5497,21500440,178
6574,21500441,201
132,21500442,215
15713,21500443,190
6036,21500444,209
1738,21500445,218
668,21500446,192
7645,21500447,207
9258,21500448,190
2808,21500449,229
11949,21500450,187
9794,21500451,215
4956,21500452,213
10872,21500453,181
667,21500454,191
14100,21500455,208
3347,21500456,234
11413,21500457,192
15712,21500458,206
131,21500459,180
8717,21500460,193
14642,21500461,199
6035,21500462,216
13023,21500463,201
6573,21500464,196
7113,21500465,196
1208,21500466,198
13565,21500467,186
3887,21500468,225
8181,21500469,204
4416,21500470,236
14099,21500471,189
6572,21500472,254
3346,21500473,180
15711,21500474,239
7643,21500475,193
5494,21500476,216
13022,21500477,185
9256,21500478,202
7112,21500479,174
3886,21500480,205
10331,21500481,191
3345,21500482,213
9792,21500483,215
9255,21500484,236
4415,21500485,224
7111,21500486,205
1736,21500487,184
10330,21500488,216
10869,21500489,205
14640,21500490,194
2805,21500491,188
15710,21500492,198
2276,21500493,189
5493,21500494,177
7642,21500495,197
10329,21500496,261
12483,21500497,199
15175,21500498,176
1206,21500499,183
7110,21500500,180
1735,21500501,203
11946,21500502,224
13562,21500503,179
3344,21500504,219
9790,21500505,229
129,21500506,208
2275,21500507,228
14639,21500508,172
10868,21500509,218
5492,21500510,174
1205,21500511,222
9789,21500512,208
7641,21500513,197
15174,21500514,204
6031,21500515,203
6569,21500516,221
11409,21500517,220
13561,21500518,184
14097,21500519,169
15708,21500520,212
8178,21500521,208
2274,21500522,223
11408,21500523,233
3882,21500524,197
6030,21500525,188
8712,21500526,181
1204,21500527,236
15173,21500528,193
13018,21500529,165
7108,21500530,152
1734,21500531,191
13560,21500532,221
10327,21500533,213
12481,21500534,206
10866,21500535,207
127,21500536,224
2273,21500537,193
4412,21500538,197
11407,21500539,233
14637,21500540,185
7639,21500541,160
3341,21500542,175
7107,21500543,224
1733,21500544,177
2801,21500545,191
11943,21500546,199
10326,21500547,198
3881,21500548,236
12480,21500549,230
15706,21500550,180
126,21500551,225
8710,21500552,204
7638,21500553,192
13016,21500554,203
6028,21500555,181
3880,21500556,244
7106,21500557,180
4949,21500558,225
1202,21500559,180
14094,21500560,199
9250,21500561,210
6566,21500562,188
3340,21500563,187
10864,21500564,225
13557,21500565,160
11942,21500566,185
14635,21500567,214
3879,21500568,214
10325,21500569,213
11941,21500570,208
8174,21500571,234
4410,21500572,198
2270,21500573,207
7105,21500574,197
1201,21500575,217
5487,21500576,186
125,21500577,191
6564,21500578,207
8173,21500579,214
9248,21500580,197
7104,21500581,211
2798,21500582,197
3339,21500583,222
10863,21500584,184
11405,21500585,206
6026,21500586,194
2269,21500587,226
13015,21500588,209
15170,21500589,204
1200,21500590,194
13555,21500591,204
5486,21500592,214
9247,21500593,222
12476,21500594,206
10324,21500595,220
10862,21500596,220
2797,21500597,160
15703,21500598,216
6563,21500599,209
6025,21500600,193
1199,21500601,168
123,21500602,200
15702,21500603,197
14632,21500604,236
3876,21500605,208
9784,21500606,203
14091,21500607,198
5485,21500608,191
11403,21500609,213
10323,21500610,204
6024,21500611,173
11939,21500612,195
9246,21500613,255
5484,21500614,207
9783,21500615,232
13553,21500616,243
14631,21500617,206
1728,21500618,200
15168,21500619,212
122,21500620,179
7633,21500621,212
3875,21500622,230
2795,21500623,231
4946,21500624,272
6023,21500625,170
7101,21500626,213
12474,21500627,214
9245,21500628,191
9782,21500629,183
14630,21500630,193
7632,21500631,169
8170,21500632,229
655,21500633,224
3874,21500634,219
4405,21500635,237
15700,21500636,204
2794,21500637,200
11402,21500638,205
121,21500639,202
1196,21500640,217
15166,21500641,214
14089,21500642,203
120,21500643,179
10321,21500644,206
15699,21500645,236
2265,21500646,211
13551,21500647,194
8169,21500648,204
6021,21500649,182
4404,21500650,200
12472,21500651,215
9244,21500652,232
11937,21500653,203
13541,21500654,192
8168,21500655,181
653,21500656,204
1725,21500657,215
7099,21500658,207
1195,21500659,179
119,21500660,193
15165,21500661,205
5481,21500662,224
9243,21500663,205
7630,21500664,222
4403,21500665,219
13011,21500666,206
1194,21500667,221
652,21500668,207
2263,21500669,173
14087,21500670,210
1724,21500671,223
3333,21500672,224
13550,21500673,187
11399,21500674,257
11936,21500675,210
9242,21500676,180
10319,21500677,216
6019,21500678,200
8167,21500679,250
14628,21500680,195
8704,21500681,207
10857,21500682,209
5480,21500683,182
1193,21500684,208
3332,21500685,214
15163,21500686,207
4941,21500687,168
12469,21500688,249
4401,21500689,229
15696,21500690,175
2790,21500691,234
9241,21500692,203
14627,21500693,230
8166,21500694,196
6557,21500695,186
1723,21500696,219
2262,21500697,205
650,21500698,207
15162,21500699,220
10317,21500700,186
4400,21500701,224
7628,21500702,170
6556,21500703,210
7096,21500704,193
10856,21500705,200
4940,21500706,198
3870,21500707,213
15161,21500708,218
9240,21500709,214
1722,21500710,208
4399,21500711,245
14085,21500712,238
11934,21500713,220
2261,21500714,213
115,21500715,192
8702,21500716,233
2788,21500717,169
3869,21500718,211
10855,21500719,189
15694,21500720,183
1190,21500721,217
15160,21500722,205
114,21500723,209
14084,21500724,205
14625,21500725,212
11933,21500726,199
3329,21500727,205
2260,21500728,201
11395,21500729,215
648,21500730,186
6016,21500731,217
10315,21500732,201
6554,21500733,202
5476,21500734,234
15693,21500735,203
113,21500736,210
15159,21500737,197
9238,21500738,214
3868,21500739,255
12466,21500740,231
2786,21500741,183
1720,21500742,207
3328,21500743,166
11394,21500744,209
7093,21500745,210
8162,21500746,216
1719,21500747,195
13005,21500748,213
10314,21500749,216
112,21500750,198
15692,21500751,193
4937,21500752,200
14623,21500753,200
7624,21500754,247
1188,21500755,207
8161,21500756,176
2258,21500757,225
13545,21500758,165
11931,21500759,206
4396,21500760,175
15691,21500761,212
9236,21500762,216
1187,21500763,183
7623,21500764,201
2784,21500765,224
2257,21500766,217
11930,21500767,208
10313,21500768,187
12465,21500769,224
3326,21500770,197
111,21500771,190
6013,21500772,193
11392,21500773,247
15690,21500774,199
1186,21500775,220
5473,21500776,176
9774,21500777,190
7622,21500778,209
13004,21500779,192
110,21500780,227
10851,21500781,218
1717,21500782,218
12464,21500783,228
11929,21500784,220
8159,21500785,219
644,21500786,223
2783,21500787,240
4395,21500788,233
15689,21500789,212
8696,21500790,194
9773,21500791,224
643,21500792,273
14080,21500793,199
3324,21500794,195
1185,21500795,231
2255,21500796,203
13003,21500797,229
1716,21500798,196
3865,21500799,216
10850,21500800,219
14620,21500801,191
1715,21500802,216
1184,21500803,201
11927,21500804,191
8695,21500805,214
14618,21500806,184
8158,21500807,207
6011,21500808,226
2253,21500809,222
7089,21500810,213
1714,21500811,235
12462,21500812,199
6550,21500813,193
4393,21500814,216
3864,21500815,242
11389,21500816,226
13540,21500817,204
11926,21500818,232
6549,21500819,226
14617,21500820,208
8157,21500821,198
4932,21500822,227
15153,21500823,217
1183,21500824,207
3322,21500825,222
11925,21500826,229
15687,21500827,200
9232,21500828,207
14078,21500829,183
9771,21500830,232
2252,21500831,241
13539,21500832,226
15152,21500833,184
9231,21500834,194
8156,21500835,217
106,21500836,194
6548,21500837,209
640,21500838,246
4931,21500839,208
9770,21500840,239
1712,21500841,198
11388,21500842,224
13538,21500843,231
7618,21500844,216
15686,21500845,217
9230,21500846,213
9769,21500847,202
6008,21500848,230
12999,21500849,219
2251,21500850,213
5468,21500851,247
2780,21500852,219
3320,21500853,168
11387,21500854,200
8692,21500855,244
6547,21500856,219
1711,21500857,242
7617,21500858,222
4391,21500859,224
13537,21500860,174
15685,21500861,191
14614,21500862,197
8154,21500863,203
1180,21500864,196
2250,21500865,191
2779,21500866,238
4929,21500867,224
14076,21500868,207
6007,21500869,190
7085,21500870,222
2249,21500871,198
11922,21500872,198
15150,21500873,193
3859,21500874,239
14075,21500875,217
7616,21500876,194
1179,21500877,212
104,21500878,163
15149,21500879,215
9228,21500880,213
8690,21500881,246
2778,21500882,229
8153,21500883,179
1178,21500884,196
14612,21500885,224
13535,21500886,195
6545,21500887,249
3318,21500888,199
12457,21500889,247
7615,21500890,200
10305,21500891,218
6005,21500892,240
10843,21500893,189
8689,21500894,229
103,21500895,214
5466,21500896,208
2247,21500897,191
15682,21500898,218
10842,21500899,209
12996,21500900,198
4388,21500901,195
11384,21500902,202
9226,21500903,203
14611,21500904,202
15148,21500905,178
5465,21500906,224
4927,21500907,201
10304,21500908,200
1708,21500909,180
11383,21500910,205
12455,21500911,227
15681,21500912,209
10303,21500913,186
9764,21500914,214
8151,21500915,209
12995,21500916,232
14610,21500917,191
14072,21500918,182
6543,21500919,217
7613,21500920,241
102,21500921,183
1176,21500922,223
15147,21500923,191
9224,21500924,199
13532,21500925,200
7612,21500926,250
2246,21500927,208
11919,21500928,198
101,21500929,204
6542,21500930,200
5463,21500931,207
14071,21500932,209
2775,21500933,230
10840,21500934,226
9763,21500935,201
12994,21500936,220
7080,21500937,211
14070,21500938,209
9223,21500939,190
6541,21500940,190
11381,21500941,227
4925,21500942,199
3855,21500943,232
7611,21500944,203
11917,21500945,207
8149,21500946,204
100,21500947,175
14608,21500948,225
8685,21500949,205
15679,21500950,235
4385,21500951,222
6540,21500952,222
14069,21500953,212
15145,21500954,198
4924,21500955,228
8148,21500956,225
11380,21500957,231
3854,21500958,209
99,21500959,200
2244,21500960,210
10300,21500961,214
1173,21500962,228
15678,21500963,221
7610,21500964,184
632,21500965,200
6000,21500966,214
14068,21500967,235
12452,21500968,195
14607,21500969,207
8684,21500970,207
3853,21500971,240
8147,21500972,195
2772,21500973,217
14067,21500974,178
15677,21500975,234
15143,21500976,236
12991,21500977,216
6539,21500978,195
11915,21500979,178
14606,21500980,216
10299,21500981,239
8683,21500982,205
1172,21500983,204
97,21500984,179
6538,21500985,209
11378,21500986,207
5460,21500987,177
15676,21500988,203
14605,21500989,205
5998,21500990,243
12990,21500991,216
14066,21500992,211
12450,21500993,222
13527,21500994,179
7077,21500995,211
1702,21500996,232
9220,21500997,201
3310,21500998,226
9759,21500999,245
6537,21501000,196
4921,21501001,195
5459,21501002,204
12449,21501003,239
8681,21501004,206
2770,21501005,197
2241,21501006,213
15141,21501007,232
14065,21501008,222
4381,21501009,228
11376,21501010,231
3850,21501011,206
9219,21501012,195
9758,21501013,193
15674,21501014,215
95,21501015,214
2240,21501016,220
14064,21501017,182
10835,21501018,228
10297,21501019,172
1169,21501020,212
12448,21501021,208
11375,21501022,223
12987,21501023,196
7075,21501024,227
1700,21501025,229
2769,21501026,242
5458,21501027,185
3308,21501028,194
94,21501029,206
15139,21501030,218
12447,21501031,226
8144,21501032,188
1168,21501033,223
13525,21501034,177
4919,21501035,215
11912,21501036,166
10833,21501037,252
12986,21501038,205
628,21501039,225
4918,21501040,214
6535,21501041,179
11374,21501042,168
11911,21501043,179
3307,21501044,215
9755,21501045,166
8678,21501046,203
15138,21501047,183
14601,21501048,219
2238,21501049,211
3847,21501050,213
14062,21501051,200
15671,21501052,205
1698,21501053,212
4378,21501054,218
14061,21501055,207
92,21501056,223
626,21501057,170
15137,21501058,220
1166,21501059,217
2237,21501060,222
13523,21501061,176
11372,21501062,217
5994,21501063,200
3306,21501064,207
5456,21501065,226
4917,21501066,212
2767,21501067,212
1697,21501068,176
7604,21501069,199
2236,21501070,200
13522,21501071,204
10831,21501072,190
7072,21501073,261
15136,21501074,217
8676,21501075,205
6532,21501076,191
4376,21501077,221
11909,21501078,214
11371,21501079,210
2766,21501080,248
3305,21501081,221
9215,21501082,230
8675,21501083,200
12983,21501084,206
90,21501085,207
8140,21501086,200
13521,21501087,177
11908,21501088,203
15669,21501089,206
625,21501090,201
9753,21501091,213
4915,21501092,195
9214,21501093,205
3844,21501094,222
2765,21501095,244
5454,21501096,189
7602,21501097,209
12982,21501098,219
89,21501099,202
11907,21501100,188
10291,21501101,237
8139,21501102,190
2764,21501103,185
5453,21501104,198
11369,21501105,198
624,21501106,204
9213,21501107,194
7601,21501108,244
9751,21501109,185
12442,21501110,170
4374,21501111,206
3843,21501112,196
12981,21501113,202
14058,21501114,214
10290,21501115,199
4913,21501116,178
2763,21501117,180
1694,21501118,192
3842,21501119,199
14596,21501120,231
5991,21501121,202
7600,21501122,194
9212,21501123,208
4373,21501124,203
3301,21501125,196
4912,21501126,236
623,21501127,225
15667,21501128,191
15133,21501129,187
7599,21501130,196
87,21501131,218
12980,21501132,194
6529,21501133,223
7068,21501134,183
5990,21501135,218
622,21501136,215
10289,21501137,205
9211,21501138,217
2231,21501139,184
11905,21501140,197
3300,21501141,221
10827,21501142,203
7598,21501143,193
15666,21501144,215
12440,21501145,228
7067,21501146,166
14594,21501147,223
14056,21501148,226
13517,21501149,187
2230,21501150,200
9210,21501151,179
10826,21501152,247
621,21501153,207
1691,21501154,200
5988,21501155,196
15665,21501156,186
86,21501157,193
2229,21501158,200
1159,21501159,189
12439,21501160,226
13516,21501161,174
10825,21501162,222
7066,21501163,241
4910,21501164,184
1158,21501165,232
15130,21501166,212
7597,21501167,224
1690,21501168,201
15664,21501169,208
4371,21501170,174
12438,21501171,235
4909,21501172,172
12977,21501173,182
2228,21501174,204
4370,21501175,239
11364,21501176,202
3838,21501177,213
15663,21501178,212
5986,21501179,221
8134,21501180,211
6526,21501181,233
14592,21501182,211
12976,21501183,209
1689,21501184,212
14054,21501185,196
11902,21501186,200
13515,21501187,201
84,21501188,225
1688,21501189,221
14053,21501190,199
1157,21501191,207
7064,21501192,211
11363,21501193,226
15662,21501194,211
4369,21501195,240
2758,21501196,189
9746,21501197,217
3297,21501198,184
9207,21501199,234
5985,21501200,214
11901,21501201,178
12975,21501202,182
83,21501203,203
6524,21501204,205
617,21501205,214
14590,21501206,231
4368,21501207,234
1687,21501208,237
5446,21501209,191
2757,21501210,193
10284,21501211,206
8132,21501212,192
5984,21501213,192
12974,21501214,220
11900,21501215,200
14052,21501216,194
5983,21501217,186
12973,21501218,199
15660,21501219,220
15127,21501220,222
82,21501221,207
2225,21501222,220
11899,21501223,187
4367,21501224,197
6523,21501225,189
1686,21501226,253
3835,21501227,229
13512,21501228,197
10283,21501229,219
3296,21501230,206
8295,21600001,205
10985,21600002,217
3998,21600003,229
6146,21600004,204
9368,21600005,251
779,21600006,239
13136,21600007,200
6686,21600008,203
7225,21600009,200
3459,21600010,209
12598,21600011,200
11524,21600012,207
5608,21600013,234
245,21600014,213
2388,21600015,204
12061,21600016,196
10984,21600017,220
1317,21600018,185
9367,21600019,197
8828,21600020,190
12597,21600021,223
15822,21600022,188
2918,21600023,204
13674,21600024,185
1848,21600025,236
244,21600026,176
777,21600027,202
14213,21600028,215
1316,21600029,204
9366,21600030,219
6685,21600031,218
1847,21600032,177
10983,21600033,228
7224,21600034,209
5067,21600035,163
10444,21600036,206
12059,21600037,205
15288,21600038,181
14751,21600039,215
5606,21600040,209
4528,21600041,185
13134,21600042,207
2386,21600043,206
243,21600044,201
5066,21600045,214
9905,21600046,204
1315,21600047,248
9365,21600048,223
6143,21600049,204
8293,21600050,191
1846,21600051,230
7223,21600052,196
13672,21600053,197
10982,21600054,231
14750,21600055,216
15820,21600056,202
7752,21600057,210
8292,21600058,217
5604,21600059,239
1845,21600060,172
776,21600061,207
13671,21600062,178
10442,21600063,233
5065,21600064,168
8825,21600065,196
9364,21600066,232
7222,21600067,201
1314,21600068,250
12594,21600069,218
14749,21600070,187
6142,21600071,183
15819,21600072,194
2384,21600073,221
5064,21600074,187
10441,21600075,223
10980,21600076,200
12057,21600077,186
5603,21600078,214
7221,21600079,204
9903,21600080,203
8824,21600081,174
15285,21600082,189
9363,21600083,205
4525,21600084,209
6681,21600085,208
5063,21600086,208
8290,21600087,223
10979,21600088,194
13131,21600089,187
2914,21600090,161
3454,21600091,230
10440,21600092,227
9902,21600093,193
14747,21600094,220
9362,21600095,222
8823,21600096,192
12592,21600097,182
5062,21600098,196
1843,21600099,222
239,21600100,216
7750,21600101,229
3453,21600102,215
10439,21600103,245
5601,21600104,206
1842,21600105,196
8289,21600106,206
14746,21600107,211
15817,21600108,202
7219,21600109,230
9901,21600110,237
238,21600111,222
13130,21600112,214
10438,21600113,207
12055,21600114,200
10977,21600115,191
3991,21600116,211
1841,21600117,218
2380,21600118,193
3990,21600119,226
11515,21600120,192
9360,21600121,214
1311,21600122,199
13129,21600123,224
8821,21600124,161
8288,21600125,202
5060,21600126,218
15282,21600127,182
10976,21600128,242
5599,21600129,225
9359,21600130,204
13128,21600131,225
9899,21600132,213
14744,21600133,201
4522,21600134,206
5059,21600135,224
6139,21600136,193
14206,21600137,202
15281,21600138,201
10437,21600139,226
15815,21600140,193
12589,21600141,236
7217,21600142,224
3989,21600143,253
3450,21600144,217
8819,21600145,157
8286,21600146,170
15280,21600147,192
1839,21600148,211
9898,21600149,203
6138,21600150,184
14205,21600151,198
7747,21600152,222
13127,21600153,238
6137,21600154,183
15814,21600155,223
2378,21600156,201
7746,21600157,243
14743,21600158,211
8818,21600159,171
1308,21600160,196
2910,21600161,173
8285,21600162,207
6677,21600163,207
12587,21600164,208
13126,21600165,248
3449,21600166,224
14204,21600167,218
12051,21600168,215
14742,21600169,231
6676,21600170,169
4519,21600171,235
7215,21600172,196
13663,21600173,162
234,21600174,196
15278,21600175,185
10434,21600176,212
10972,21600177,214
12586,21600178,229
768,21600179,192
14203,21600180,144
3448,21600181,224
12050,21600182,223
5056,21600183,236
4518,21600184,213
1836,21600185,237
14741,21600186,225
8817,21600187,182
15277,21600188,186
9895,21600189,225
14202,21600190,164
3986,21600191,245
2376,21600192,197
8283,21600193,198
7744,21600194,238
12585,21600195,226
13124,21600196,201
13661,21600197,196
2375,21600198,228
6134,21600199,195
10432,21600200,207
15811,21600201,195
9354,21600202,203
4517,21600203,195
6674,21600204,182
7213,21600205,192
2907,21600206,187
13123,21600207,238
10970,21600208,210
232,21600209,206
2374,21600210,217
12584,21600211,220
9893,21600212,203
15810,21600213,233
8815,21600214,179
10969,21600215,262
231,21600216,181
765,21600217,203
6133,21600218,191
13122,21600219,217
5053,21600220,228
3445,21600221,191
1834,21600222,213
5593,21600223,255
12583,21600224,217
12047,21600225,212
14739,21600226,185
1305,21600227,218
8281,21600228,224
2373,21600229,194
15274,21600230,205
230,21600231,163
13121,21600232,204
6132,21600233,171
9352,21600234,215
12582,21600235,261
10430,21600236,183
10968,21600237,223
5592,21600238,194
11509,21600239,221
12046,21600240,212
15808,21600241,209
12581,21600242,194
14198,21600243,217
7210,21600244,217
9891,21600245,220
10429,21600246,234
11508,21600247,227
6672,21600248,200
9351,21600249,161
2904,21600250,172
10967,21600251,244
229,21600252,203
11507,21600253,196
9890,21600254,217
12580,21600255,215
6130,21600256,216
15807,21600257,189
7209,21600258,215
228,21600259,205
15272,21600260,201
5050,21600261,249
1303,21600262,219
5590,21600263,193
8812,21600264,178
13657,21600265,221
9861,21600266,241
15271,21600267,235
14196,21600268,225
2372,21600269,186
14736,21600270,241
7208,21600271,210
12044,21600272,181
6129,21600273,204
10428,21600274,216
9350,21600275,240
2902,21600276,184
7739,21600277,204
14195,21600278,189
5049,21600279,207
13656,21600280,221
4512,21600281,259
8810,21600282,193
761,21600283,189
13118,21600284,193
7207,21600285,232
2371,21600286,216
5048,21600287,210
15270,21600288,206
14735,21600289,212
4511,21600290,238
7738,21600291,215
7206,21600292,245
13117,21600293,212
9888,21600294,213
5587,21600295,203
2370,21600296,189
3440,21600297,203
10965,21600298,191
10427,21600299,247
15269,21600300,190
1829,21600301,193
8276,21600302,204
9349,21600303,213
9887,21600304,204
13116,21600305,228
14734,21600306,231
224,21600307,201
10964,21600308,222
6668,21600309,193
1828,21600310,218
759,21600311,213
2900,21600312,210
13654,21600313,208
9348,21600314,248
14733,21600315,240
8275,21600316,217
15268,21600317,193
9886,21600318,187
7205,21600319,196
13653,21600320,217
15267,21600321,164
758,21600322,204
3438,21600323,227
223,21600324,198
6667,21600325,222
4509,21600326,229
1299,21600327,220
2899,21600328,209
9347,21600329,203
5046,21600330,213
13115,21600331,234
14732,21600332,177
10962,21600333,174
1827,21600334,187
3976,21600335,205
12040,21600336,186
8806,21600337,197
1298,21600338,198
757,21600339,195
6666,21600340,224
12576,21600341,201
7203,21600342,207
2898,21600343,214
10424,21600344,234
11503,21600345,203
6665,21600346,215
8805,21600347,234
9345,21600348,229
15800,21600349,221
2366,21600350,205
3975,21600351,199
2897,21600352,196
7735,21600353,231
13651,21600354,188
1826,21600355,238
9884,21600356,176
12575,21600357,195
7202,21600358,224
1825,21600359,239
8272,21600360,230
15799,21600361,204
13113,21600362,222
6122,21600363,213
7734,21600364,240
3435,21600365,204
5044,21600366,241
11501,21600367,208
1296,21600368,189
8804,21600369,251
2365,21600370,193
1824,21600371,222
10422,21600372,224
12574,21600373,209
9883,21600374,237
14729,21600375,215
5043,21600376,221
9343,21600377,184
5581,21600378,204
1295,21600379,178
4505,21600380,230
15264,21600381,180
12573,21600382,198
755,21600383,209
2364,21600384,205
9342,21600385,197
3434,21600386,252
12037,21600387,199
8270,21600388,193
14728,21600389,230
7732,21600390,229
754,21600391,184
13111,21600392,246
2363,21600393,164
14187,21600394,188
1822,21600395,222
9882,21600396,189
5042,21600397,200
2894,21600398,203
10420,21600399,215
15262,21600400,195
219,21600401,206
5579,21600402,227
4503,21600403,220
8269,21600404,241
3971,21600405,225
14727,21600406,227
13648,21600407,155
7731,21600408,215
8801,21600409,188
753,21600410,200
2893,21600411,178
12036,21600412,213
9340,21600413,212
15261,21600414,195
12571,21600415,218
10419,21600416,223
2892,21600417,224
9880,21600418,201
15795,21600419,230
7730,21600420,220
9339,21600421,229
6118,21600422,266
6661,21600423,222
14185,21600424,221
12035,21600425,202
3431,21600426,221
3970,21600427,178
11497,21600428,247
1292,21600429,215
217,21600430,176
14184,21600431,184
2361,21600432,204
12570,21600433,231
13646,21600434,187
4501,21600435,236
10955,21600436,191
7729,21600437,218
8267,21600438,201
6117,21600439,222
751,21600440,211
5039,21600441,207
15794,21600442,194
8798,21600443,199
7728,21600444,218
12569,21600445,229
15259,21600446,232
14724,21600447,219
4500,21600448,224
6116,21600449,178
11495,21600450,214
216,21600451,217
13108,21600452,202
10417,21600453,239
12033,21600454,200
2890,21600455,178
8266,21600456,233
3967,21600457,217
2359,21600458,219
12568,21600459,212
5575,21600460,213
6658,21600461,209
8797,21600462,214
15793,21600463,238
15258,21600464,196
2358,21600465,175
1817,21600466,215
4499,21600467,246
215,21600468,194
13107,21600469,186
3429,21600470,208
9878,21600471,202
748,21600472,216
12567,21600473,200
2888,21600474,230
5574,21600475,202
9336,21600476,216
15792,21600477,221
214,21600478,200
6657,21600479,213
7726,21600480,200
1816,21600481,200
10415,21600482,217
7194,21600483,208
10952,21600484,191
3966,21600485,232
6114,21600486,173
12566,21600487,194
1288,21600488,242
13643,21600489,183
13105,21600490,190
2887,21600491,190
2356,21600492,212
14721,21600493,213
6113,21600494,231
8264,21600495,196
5034,21600496,256
7193,21600497,215
213,21600498,203
12030,21600499,204
3427,21600500,246
2886,21600501,207
11492,21600502,210
2355,21600503,212
4496,21600504,251
15790,21600505,230
13642,21600506,177
5033,21600507,202
12029,21600508,226
15255,21600509,205
9334,21600510,221
10950,21600511,184
13104,21600512,237
12564,21600513,192
1286,21600514,172
13641,21600515,190
8262,21600516,218
2354,21600517,229
14720,21600518,192
5032,21600519,207
3426,21600520,246
7191,21600521,184
745,21600522,219
9333,21600523,237
2885,21600524,218
13103,21600525,192
3425,21600526,233
10411,21600527,189
5571,21600528,218
12563,21600529,235
8793,21600530,203
8261,21600531,209
1285,21600532,200
14177,21600533,221
3963,21600534,242
11490,21600535,209
7723,21600536,230
13639,21600537,194
15253,21600538,229
1813,21600539,193
12562,21600540,234
10410,21600541,197
5570,21600542,227
3424,21600543,226
7190,21600544,217
8792,21600545,193
744,21600546,216
1284,21600547,224
8260,21600548,227
5569,21600549,227
14176,21600550,247
5030,21600551,204
8259,21600552,232
1812,21600553,225
2352,21600554,241
12561,21600555,227
13638,21600556,186
2883,21600557,179
15786,21600558,187
10947,21600559,249
9873,21600560,200
6108,21600561,184
6651,21600562,208
13100,21600563,251
13637,21600564,167
1283,21600565,236
3961,21600566,223
8791,21600567,206
8258,21600568,206
2351,21600569,203
7188,21600570,193
2350,21600571,200
742,21600572,220
208,21600573,214
15785,21600574,235
6650,21600575,216
1282,21600576,192
10946,21600577,195
3960,21600578,202
11487,21600579,194
9872,21600580,195
14174,21600581,198
4490,21600582,224
741,21600583,225
5028,21600584,201
10945,21600585,188
7719,21600586,199
8256,21600587,193
12024,21600588,228
3422,21600589,252
15250,21600590,234
10408,21600591,221
7718,21600592,245
15784,21600593,195
6106,21600594,224
14173,21600595,215
12558,21600596,182
740,21600597,204
10944,21600598,224
11486,21600599,228
13635,21600600,187
5027,21600601,210
1809,21600602,206
14714,21600603,202
13634,21600604,221
10407,21600605,213
13097,21600606,217
206,21600607,209
7185,21600608,185
4488,21600609,249
11485,21600610,240
14172,21600611,212
15248,21600612,199
205,21600613,215
10943,21600614,221
9869,21600615,217
1808,21600616,193
3421,21600617,237
739,21600618,206
1279,21600619,217
13633,21600620,207
12556,21600621,218
7716,21600622,228
6105,21600623,212
2879,21600624,197
7184,21600625,236
3420,21600626,248
13095,21600627,183
14171,21600628,205
10942,21600629,192
8253,21600630,223
8786,21600631,216
4486,21600632,203
204,21600633,213
12555,21600634,221
11484,21600635,206
10405,21600636,221
6104,21600637,194
14711,21600638,223
12021,21600639,222
7183,21600640,205
9867,21600641,185
13094,21600642,191
6645,21600643,208
11483,21600644,198
7715,21600645,257
4485,21600646,233
2345,21600647,195
2877,21600648,219
9327,21600649,203
737,21600650,250
14710,21600651,225
7714,21600652,217
202,21600653,203
8251,21600654,212
6644,21600655,206
14169,21600656,214
1277,21600657,233
3418,21600658,221
13631,21600659,209
11482,21600660,201
3955,21600661,216
5561,21600662,195
13093,21600663,218
3417,21600664,219
15779,21600665,208
7713,21600666,198
