,GAME_ID,H_TEAM,A_TEAM,H_POINTS,A_POINTS,TOTAL,M_OF_VIC,WINNER,PLUS_MINUS,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_STL,H_BLK,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_STL,A_BLK,H_LAST_15_FG3_PCT,H_LAST_15_FT_PCT,H_LAST_15_REB,H_LAST_15_AST,H_LAST_15_STL,H_LAST_15_BLK,A_LAST_15_FG3_PCT,A_LAST_15_FT_PCT,A_LAST_15_REB,A_LAST_15_AST,A_LAST_15_STL,A_LAST_15_BLK
304,21400305,Golden State Warriors,Minnesota Timberwolves,102,86,188,16,Golden State Warriors,16,0.22699999999999998,0.929,51,24,15,6,0.182,0.69,49,22,12,4,0.3794666666666667,0.7412666666666666,46.6,26.2,7.866666666666666,6.666666666666667,0.31793333333333335,0.7430666666666668,38.8,21.8,9.2,3.8666666666666667
305,21400306,Utah Jazz,Sacramento Kings,92,101,193,9,Sacramento Kings,9,0.17600000000000002,0.6759999999999999,35,20,7,7,0.375,0.778,45,18,8,2,0.3432000000000001,0.7073333333333334,40.666666666666664,20.6,6.866666666666666,5.133333333333334,0.32780000000000004,0.7829999999999999,44.0,19.733333333333334,5.533333333333333,3.533333333333333
306,21400307,Phoenix Suns,Los Angeles Clippers,120,121,241,1,Los Angeles Clippers,1,0.43200000000000005,0.8,43,32,9,3,0.29,0.8,45,27,7,5,0.37793333333333334,0.8276666666666668,42.266666666666666,21.133333333333333,8.6,3.8666666666666667,0.40526666666666666,0.7448666666666667,40.0,24.933333333333334,7.0,4.933333333333334
307,21400308,Toronto Raptors,Cleveland Cavaliers,101,105,206,4,Cleveland Cavaliers,4,0.304,1.0,35,26,4,3,0.34600000000000003,0.857,31,27,4,5,0.3893333333333333,0.8024000000000001,41.46666666666667,20.8,7.666666666666667,4.933333333333334,0.35559999999999997,0.7408666666666668,42.46666666666667,23.8,7.733333333333333,4.533333333333333
308,21400309,Portland Trail Blazers,Detroit Pistons,98,86,184,12,Portland Trail Blazers,12,0.429,0.875,47,25,4,7,0.22699999999999998,0.813,47,23,7,2,0.37133333333333335,0.7851999999999999,47.266666666666666,24.4,6.533333333333333,5.2,0.34553333333333336,0.6893999999999999,43.93333333333333,19.933333333333334,7.0,4.6
309,21400310,Dallas Mavericks,Memphis Grizzlies,105,114,219,9,Memphis Grizzlies,9,0.45,0.7859999999999999,43,19,4,7,0.5,0.862,41,20,10,1,0.3359333333333334,0.7525333333333334,43.266666666666666,25.266666666666666,8.2,5.666666666666667,0.37753333333333333,0.7877333333333333,41.93333333333333,22.666666666666668,7.8,4.266666666666667
310,21400311,New York Knicks,New Orleans Pelicans,93,104,197,11,New Orleans Pelicans,11,0.474,0.769,30,19,8,8,0.267,0.769,43,22,7,8,0.36073333333333324,0.7783333333333331,39.266666666666666,20.2,6.866666666666666,3.4,0.35259999999999997,0.7243333333333334,41.333333333333336,22.4,7.733333333333333,5.4
311,21400312,Milwaukee Bucks,Oklahoma City Thunder,101,114,215,13,Oklahoma City Thunder,13,0.19,0.8290000000000001,31,19,8,2,0.19,0.8240000000000001,54,23,10,6,0.35339999999999994,0.7883333333333333,41.266666666666666,22.4,9.333333333333334,3.6666666666666665,0.3352,0.6718,44.733333333333334,18.666666666666668,6.133333333333334,6.133333333333334
312,21400313,Miami Heat,Phoenix Suns,103,97,200,6,Miami Heat,6,0.529,0.667,34,25,14,4,0.486,0.667,37,24,7,5,0.3702,0.7148,34.13333333333333,20.133333333333333,8.6,3.4,0.3800666666666667,0.8264666666666668,42.53333333333333,22.133333333333333,8.6,3.933333333333333
313,21400314,San Antonio Spurs,Utah Jazz,96,100,196,4,Utah Jazz,4,0.2,0.609,37,23,12,8,0.28600000000000003,0.727,43,18,5,7,0.3904,0.8061333333333334,44.8,25.733333333333334,7.6,5.933333333333334,0.33353333333333346,0.6998000000000001,40.266666666666666,20.666666666666668,7.066666666666666,5.2
314,21400315,Sacramento Kings,Los Angeles Lakers,95,98,193,3,Los Angeles Lakers,3,0.467,0.649,48,20,3,3,0.2,0.68,45,27,9,6,0.3402666666666667,0.7784666666666666,43.0,19.866666666666667,5.666666666666667,3.4,0.33186666666666664,0.7357333333333332,42.46666666666667,19.4,6.933333333333334,4.8
315,21400316,Boston Celtics,Charlotte Hornets,87,96,183,9,Charlotte Hornets,9,0.217,0.6,45,26,3,1,0.214,0.7929999999999999,44,18,5,3,0.3576666666666667,0.7655333333333333,43.53333333333333,25.866666666666667,8.466666666666667,3.6666666666666665,0.30693333333333334,0.7332666666666667,40.93333333333333,20.666666666666668,4.6,4.2
316,21400317,Los Angeles Clippers,Indiana Pacers,103,96,199,7,Los Angeles Clippers,7,0.292,0.857,50,25,7,7,0.33299999999999996,0.773,43,27,6,1,0.4000666666666666,0.7463333333333335,41.0,25.0,6.666666666666667,5.133333333333334,0.32833333333333337,0.7014666666666666,45.266666666666666,18.8,5.666666666666667,3.7333333333333334
317,21400318,Washington Wizards,Orlando Magic,91,89,180,2,Washington Wizards,2,0.41700000000000004,0.444,41,26,5,5,0.467,0.667,39,13,7,7,0.3667333333333333,0.7333999999999999,46.13333333333333,26.4,7.4,5.466666666666667,0.3584666666666666,0.7640666666666668,40.86666666666667,19.066666666666666,6.8,2.7333333333333334
318,21400319,Philadelphia 76ers,Atlanta Hawks,79,95,174,16,Atlanta Hawks,16,0.24,0.591,39,21,10,10,0.33299999999999996,0.6920000000000001,52,26,15,1,0.2752,0.6795333333333332,42.46666666666667,20.666666666666668,10.133333333333333,4.0,0.36813333333333337,0.7981333333333335,39.93333333333333,25.666666666666668,8.4,4.933333333333334
319,21400320,Brooklyn Nets,Chicago Bulls,80,105,185,25,Chicago Bulls,25,0.214,0.792,44,16,9,5,0.364,0.7190000000000001,57,21,6,11,0.3044666666666667,0.7754,42.333333333333336,20.066666666666666,6.6,3.933333333333333,0.3498,0.748,44.6,23.2,6.266666666666667,4.866666666666666
320,21400321,Portland Trail Blazers,Minnesota Timberwolves,82,90,172,8,Minnesota Timberwolves,8,0.28600000000000003,0.833,38,20,7,10,0.083,0.758,56,22,13,3,0.3732666666666667,0.7902,47.53333333333333,24.4,6.666666666666667,5.466666666666667,0.3152666666666667,0.7384000000000001,39.53333333333333,21.666666666666668,9.4,3.6666666666666665
321,21400322,New York Knicks,San Antonio Spurs,95,109,204,14,San Antonio Spurs,14,0.4,0.882,36,22,4,1,0.526,0.833,35,22,10,4,0.3769333333333333,0.7907333333333332,38.6,19.933333333333334,7.133333333333334,3.8,0.39673333333333344,0.7948666666666667,44.666666666666664,25.933333333333334,7.666666666666667,6.2
322,21400323,New Orleans Pelicans,Dallas Mavericks,107,112,219,5,Dallas Mavericks,5,0.389,0.833,45,16,5,3,0.429,0.882,29,17,5,5,0.345,0.7184666666666666,42.2,22.4,7.466666666666667,5.333333333333333,0.3412666666666668,0.7494,43.93333333333333,25.0,7.933333333333334,5.6
323,21400324,Houston Rockets,Golden State Warriors,93,105,198,12,Golden State Warriors,12,0.257,0.667,44,15,9,2,0.348,0.85,43,21,9,5,0.3313333333333333,0.7100000000000002,44.333333333333336,19.266666666666666,9.066666666666666,5.2,0.37320000000000003,0.7600666666666667,46.4,26.333333333333332,8.133333333333333,6.533333333333333
324,21400325,Miami Heat,Denver Nuggets,82,102,184,20,Denver Nuggets,20,0.318,0.7140000000000001,42,18,1,6,0.348,0.667,50,21,7,4,0.37979999999999997,0.7004666666666667,33.733333333333334,20.066666666666666,9.0,3.533333333333333,0.3444,0.7362666666666666,45.2,21.466666666666665,8.133333333333333,4.2
325,21400326,Cleveland Cavaliers,Oklahoma City Thunder,94,103,197,9,Oklahoma City Thunder,9,0.321,0.767,48,20,5,4,0.26899999999999996,0.909,46,22,9,11,0.36126666666666657,0.7495333333333334,41.733333333333334,23.933333333333334,7.666666666666667,4.666666666666667,0.3158666666666667,0.7085333333333333,45.4,19.133333333333333,6.6,6.466666666666667
326,21400327,Houston Rockets,Sacramento Kings,113,109,222,4,Houston Rockets,4,0.341,0.71,42,18,13,3,0.444,0.6759999999999999,44,22,8,4,0.32380000000000003,0.7140666666666668,44.333333333333336,19.066666666666666,9.2,4.933333333333334,0.3547333333333334,0.7762666666666665,43.733333333333334,19.666666666666668,5.133333333333334,3.466666666666667
327,21400328,Portland Trail Blazers,Chicago Bulls,106,115,221,9,Chicago Bulls,9,0.5,0.727,37,20,3,5,0.33299999999999996,0.7859999999999999,47,18,5,3,0.3579333333333333,0.7981333333333333,46.666666666666664,23.933333333333334,6.666666666666667,5.4,0.34073333333333333,0.7449333333333333,45.733333333333334,22.933333333333334,6.4,5.2
328,21400329,Los Angeles Clippers,Washington Wizards,96,104,200,8,Washington Wizards,8,0.3,0.8390000000000001,37,14,7,2,0.563,0.81,37,28,10,6,0.3917333333333333,0.7568000000000001,41.86666666666667,25.533333333333335,6.6,5.333333333333333,0.38399999999999995,0.7192666666666666,45.53333333333333,26.866666666666667,7.266666666666667,5.466666666666667
329,21400330,Orlando Magic,Atlanta Hawks,81,87,168,6,Atlanta Hawks,6,0.34600000000000003,0.75,46,14,3,4,0.31,0.741,42,24,12,3,0.3562666666666666,0.7564666666666667,41.0,18.6,7.0,3.1333333333333333,0.3656666666666667,0.78,40.86666666666667,26.066666666666666,8.933333333333334,4.8
330,21400331,New York Knicks,Boston Celtics,101,95,196,6,New York Knicks,6,0.375,0.833,40,26,13,5,0.318,0.778,41,28,3,3,0.3803999999999999,0.7875999999999997,38.333333333333336,20.266666666666666,7.266666666666667,3.466666666666667,0.3499333333333334,0.7471999999999999,44.0,25.866666666666667,8.266666666666667,3.533333333333333
331,21400332,Philadelphia 76ers,Brooklyn Nets,70,88,158,18,Brooklyn Nets,18,0.39299999999999996,0.75,37,18,10,4,0.25,0.647,47,25,16,5,0.26453333333333334,0.6736,42.266666666666666,20.133333333333333,10.333333333333334,4.533333333333333,0.2798666666666667,0.7769333333333334,42.46666666666667,19.933333333333334,6.8,3.8666666666666667
332,21400333,Indiana Pacers,Toronto Raptors,94,106,200,12,Toronto Raptors,12,0.364,0.87,39,24,4,7,0.385,0.909,52,21,2,3,0.3283333333333333,0.7103333333333333,45.6,19.866666666666667,5.733333333333333,3.6,0.3821333333333333,0.8090666666666667,41.2,21.0,7.133333333333334,4.6
333,21400334,Charlotte Hornets,Memphis Grizzlies,107,113,220,6,Memphis Grizzlies,6,0.353,0.7040000000000001,49,16,8,11,0.462,0.763,47,21,7,9,0.3021333333333334,0.7367333333333332,40.46666666666667,19.8,4.533333333333333,3.933333333333333,0.3775333333333333,0.7902666666666665,42.13333333333333,22.6,7.8,4.066666666666666
334,21400335,Oklahoma City Thunder,Minnesota Timberwolves,111,92,203,19,Oklahoma City Thunder,19,0.25,0.75,47,23,11,6,0.14300000000000002,0.655,31,21,11,9,0.31160000000000004,0.7123333333333333,45.8,19.533333333333335,6.866666666666666,6.8,0.30413333333333337,0.7367333333333335,40.0,22.266666666666666,9.666666666666666,3.7333333333333334
335,21400336,Cleveland Cavaliers,New Orleans Pelicans,114,119,233,5,New Orleans Pelicans,5,0.364,0.7829999999999999,40,22,6,6,0.429,0.76,39,21,5,6,0.3506,0.7451333333333333,41.93333333333333,23.533333333333335,7.8,4.6,0.3413333333333333,0.7173333333333333,42.53333333333333,21.4,7.266666666666667,5.2
336,21400337,Detroit Pistons,Phoenix Suns,105,103,208,2,Detroit Pistons,2,0.267,0.778,47,17,11,3,0.32299999999999995,0.789,37,16,11,5,0.3273333333333334,0.7009333333333333,44.0,20.2,7.133333333333334,4.333333333333333,0.39026666666666665,0.8111333333333335,42.06666666666667,22.4,8.4,4.133333333333334
337,21400338,Miami Heat,Utah Jazz,100,95,195,5,Miami Heat,5,0.35,0.677,35,19,6,3,0.28600000000000003,0.8640000000000001,44,16,4,6,0.3749333333333333,0.7080666666666667,34.0,19.2,8.6,3.7333333333333334,0.3259333333333333,0.7006666666666668,40.266666666666666,20.533333333333335,6.933333333333334,5.533333333333333
338,21400339,Los Angeles Lakers,San Antonio Spurs,112,110,222,2,Los Angeles Lakers,2,0.5,0.8,49,27,11,4,0.387,0.667,47,23,10,5,0.324,0.7300666666666668,42.93333333333333,19.733333333333334,7.0,4.8,0.4051333333333334,0.8015333333333333,44.6,25.533333333333335,7.733333333333333,6.4
339,21400340,Golden State Warriors,Dallas Mavericks,105,98,203,7,Golden State Warriors,7,0.313,0.778,45,21,7,7,0.2,0.7,53,14,11,0,0.3658666666666666,0.7596,46.86666666666667,26.666666666666668,8.133333333333333,6.4,0.3469333333333335,0.7526666666666666,42.46666666666667,23.933333333333334,7.333333333333333,5.6
340,21400341,Brooklyn Nets,Charlotte Hornets,114,87,201,27,Brooklyn Nets,27,0.696,0.7,43,29,4,4,0.364,0.63,34,16,3,4,0.2774666666666667,0.7620666666666666,42.6,20.066666666666666,7.2,3.8666666666666667,0.31140000000000007,0.7367333333333332,41.13333333333333,19.866666666666667,4.733333333333333,4.666666666666667
341,21400342,Portland Trail Blazers,Indiana Pacers,95,85,180,10,Portland Trail Blazers,10,0.294,0.833,46,21,9,5,0.267,0.813,49,16,8,2,0.3699333333333333,0.7882666666666666,45.93333333333333,23.6,6.466666666666667,5.466666666666667,0.3259333333333333,0.7105333333333334,45.266666666666666,20.4,5.8,3.8666666666666667
342,21400343,Atlanta Hawks,Orlando Magic,99,100,199,1,Orlando Magic,1,0.29600000000000004,0.875,41,24,4,4,0.47600000000000003,0.762,36,26,6,6,0.35633333333333334,0.7812666666666667,40.6,26.133333333333333,9.2,4.733333333333333,0.35153333333333325,0.7546000000000002,41.06666666666667,18.066666666666666,6.733333333333333,3.2
343,21400344,Los Angeles Clippers,Milwaukee Bucks,106,111,217,5,Milwaukee Bucks,5,0.483,0.737,35,24,8,3,0.636,0.75,39,25,3,4,0.3965999999999999,0.7578000000000001,41.4,24.733333333333334,6.666666666666667,4.933333333333334,0.3527333333333333,0.7991333333333333,39.93333333333333,22.466666666666665,9.533333333333333,3.4
344,21400345,Memphis Grizzlies,Philadelphia 76ers,120,115,235,5,Memphis Grizzlies,5,0.423,0.7040000000000001,42,33,9,4,0.39299999999999996,0.706,45,22,11,4,0.3940666666666666,0.7803333333333333,42.6,23.0,7.666666666666667,4.533333333333333,0.27113333333333334,0.6791333333333334,42.666666666666664,20.066666666666666,10.266666666666667,4.4
345,21400346,Denver Nuggets,Houston Rockets,96,108,204,12,Houston Rockets,12,0.25,0.654,51,24,7,7,0.294,0.588,52,20,8,7,0.3444,0.7262,45.4,21.466666666666665,7.933333333333334,4.333333333333333,0.33066666666666666,0.7074,44.06666666666667,19.4,9.133333333333333,5.133333333333334
346,21400347,Detroit Pistons,Sacramento Kings,95,90,185,5,Detroit Pistons,5,0.3,0.826,43,22,10,9,0.379,0.684,55,21,4,7,0.3178666666666667,0.6982666666666667,44.53333333333333,20.066666666666666,7.533333333333333,4.133333333333334,0.35273333333333334,0.7692666666666667,43.8,20.0,5.333333333333333,3.6666666666666665
347,21400348,Golden State Warriors,New Orleans Pelicans,128,122,250,6,Golden State Warriors,6,0.45799999999999996,0.8290000000000001,46,22,7,9,0.29600000000000004,0.8,44,22,14,6,0.3634,0.7547999999999999,47.333333333333336,26.533333333333335,8.266666666666667,6.6,0.34186666666666665,0.7272666666666666,42.2,21.0,7.4,4.8
348,21400349,Chicago Bulls,Miami Heat,93,75,168,18,Chicago Bulls,18,0.5,0.857,44,21,4,8,0.182,0.833,40,12,13,5,0.33333333333333326,0.7573333333333333,46.333333333333336,22.4,6.4,5.266666666666667,0.36826666666666663,0.7236,34.46666666666667,19.266666666666666,8.266666666666667,3.6
349,21400350,Utah Jazz,Washington Wizards,84,93,177,9,Washington Wizards,9,0.294,0.679,45,13,8,7,0.308,0.583,41,20,11,9,0.3259333333333333,0.7074666666666668,40.733333333333334,20.4,6.866666666666666,5.533333333333333,0.40939999999999993,0.724,44.733333333333334,27.2,7.4,5.6
350,21400351,Los Angeles Lakers,Minnesota Timberwolves,100,94,194,6,Los Angeles Lakers,6,0.294,0.794,45,22,10,5,0.3,0.75,46,25,6,3,0.33513333333333334,0.7313333333333334,43.666666666666664,20.533333333333335,7.2,4.733333333333333,0.28033333333333327,0.7292666666666665,39.333333333333336,22.2,10.0,3.933333333333333
351,21400352,Phoenix Suns,Oklahoma City Thunder,88,112,200,24,Oklahoma City Thunder,24,0.226,0.722,40,21,11,3,0.222,0.882,63,20,7,5,0.39339999999999997,0.8018000000000001,41.53333333333333,22.4,8.933333333333334,4.066666666666666,0.3082666666666667,0.7132000000000001,45.86666666666667,20.066666666666666,7.2,6.866666666666666
352,21400353,Toronto Raptors,New York Knicks,95,90,185,5,Toronto Raptors,5,0.375,0.778,42,24,14,2,0.31,0.821,43,15,11,4,0.3792,0.8141333333333336,42.0,21.333333333333332,6.666666666666667,4.733333333333333,0.36373333333333324,0.7864666666666664,38.93333333333333,21.0,7.333333333333333,3.7333333333333334
353,21400354,San Antonio Spurs,Denver Nuggets,99,91,190,8,San Antonio Spurs,8,0.313,0.743,43,26,9,11,0.5,0.7140000000000001,45,20,10,4,0.4019333333333334,0.7893333333333334,44.8,25.2,7.8,6.6,0.33786666666666665,0.7324666666666666,45.733333333333334,21.733333333333334,7.866666666666666,4.466666666666667
354,21400355,Charlotte Hornets,Cleveland Cavaliers,88,97,185,9,Cleveland Cavaliers,9,0.313,0.5,37,22,4,5,0.375,0.706,43,28,10,5,0.3064666666666668,0.7219333333333332,40.86666666666667,19.866666666666667,4.6,4.733333333333333,0.3516666666666667,0.7468666666666668,41.93333333333333,23.533333333333335,7.866666666666666,4.666666666666667
355,21400356,Los Angeles Lakers,Indiana Pacers,91,110,201,19,Indiana Pacers,19,0.385,0.7929999999999999,38,14,10,5,0.41200000000000003,0.852,53,21,7,2,0.34360000000000007,0.7369333333333333,43.6,20.866666666666667,7.466666666666667,4.733333333333333,0.3232,0.7069333333333334,45.0,20.6,6.0,3.6666666666666665
356,21400357,Boston Celtics,Philadelphia 76ers,105,87,192,18,Boston Celtics,18,0.24,0.657,52,26,15,5,0.14300000000000002,0.81,48,19,11,9,0.34659999999999996,0.7490666666666665,43.733333333333334,26.066666666666666,8.066666666666666,3.533333333333333,0.28006666666666663,0.6918666666666666,42.6,20.933333333333334,10.533333333333333,4.4
357,21400358,Chicago Bulls,Atlanta Hawks,86,93,179,7,Atlanta Hawks,7,0.207,0.7140000000000001,57,18,3,6,0.33299999999999996,0.8240000000000001,40,26,10,7,0.3433333333333333,0.7578,46.0,22.333333333333332,6.266666666666667,5.266666666666667,0.34986666666666666,0.7845333333333333,40.93333333333333,25.533333333333335,8.8,4.666666666666667
358,21400359,Orlando Magic,Toronto Raptors,82,95,177,13,Toronto Raptors,13,0.267,0.75,36,13,5,7,0.36700000000000005,0.667,39,25,8,4,0.35579999999999995,0.7609333333333335,40.8,18.866666666666667,6.8,3.466666666666667,0.3828666666666667,0.8184000000000002,42.266666666666666,21.8,6.866666666666666,4.4
359,21400360,Milwaukee Bucks,Phoenix Suns,96,94,190,2,Milwaukee Bucks,2,0.5,0.818,33,23,10,1,0.316,0.815,42,17,12,5,0.3881333333333333,0.7967333333333333,40.0,22.866666666666667,9.2,3.4,0.384,0.7919333333333333,41.333333333333336,22.066666666666666,9.066666666666666,4.066666666666666
360,21400361,San Antonio Spurs,Portland Trail Blazers,95,108,203,13,Portland Trail Blazers,13,0.364,0.682,42,19,5,4,0.389,0.8640000000000001,46,18,8,2,0.4033333333333334,0.7796000000000001,45.13333333333333,25.333333333333332,8.0,6.8,0.3572,0.7886000000000001,45.93333333333333,23.0,6.6,5.2
361,21400362,Detroit Pistons,Los Angeles Clippers,91,113,204,22,Los Angeles Clippers,22,0.29600000000000004,0.591,41,23,10,3,0.5,0.75,41,35,9,3,0.3142,0.7133333333333335,43.733333333333334,20.333333333333332,7.666666666666667,4.4,0.3965999999999999,0.7542000000000002,40.6,24.733333333333334,6.866666666666666,4.333333333333333
362,21400363,Minnesota Timberwolves,Washington Wizards,95,109,204,14,Washington Wizards,14,0.375,0.5710000000000001,41,17,7,5,0.588,0.722,46,29,7,8,0.28606666666666664,0.7304666666666666,39.93333333333333,23.0,10.066666666666666,3.933333333333333,0.41173333333333323,0.7143999999999999,44.4,26.733333333333334,7.466666666666667,5.8
363,21400364,Miami Heat,Brooklyn Nets,95,91,186,4,Miami Heat,4,0.375,0.769,41,20,9,2,0.28600000000000003,0.7190000000000001,37,25,9,2,0.3486666666666666,0.7178000000000001,35.0,18.266666666666666,8.466666666666667,3.7333333333333334,0.2952666666666667,0.7566666666666666,43.0,20.866666666666667,6.866666666666666,3.8666666666666667
364,21400365,Golden State Warriors,Memphis Grizzlies,98,105,203,7,Memphis Grizzlies,7,0.29,0.917,49,18,9,11,0.35700000000000004,0.8420000000000001,48,24,9,4,0.37233333333333335,0.7656,47.4,26.0,8.266666666666667,6.533333333333333,0.39799999999999996,0.7734,42.86666666666667,23.8,7.733333333333333,4.666666666666667
365,21400366,Utah Jazz,New Orleans Pelicans,111,119,230,8,New Orleans Pelicans,8,0.33299999999999996,0.8420000000000001,37,19,6,7,0.5,0.9440000000000001,32,24,9,9,0.3310666666666666,0.7194000000000002,41.733333333333334,19.4,6.6,5.466666666666667,0.31160000000000004,0.7306000000000001,42.86666666666667,20.4,7.466666666666667,5.0
366,21400367,Dallas Mavericks,New York Knicks,107,87,194,20,Dallas Mavericks,20,0.455,1.0,41,30,9,4,0.23800000000000002,0.8,35,23,11,5,0.3397333333333334,0.7442666666666666,43.333333333333336,22.8,7.733333333333333,4.933333333333334,0.35579999999999995,0.7893333333333332,38.93333333333333,20.933333333333334,7.466666666666667,3.8
367,21400368,Oklahoma City Thunder,Sacramento Kings,104,92,196,12,Oklahoma City Thunder,12,0.3,0.667,41,18,9,9,0.278,0.882,48,21,7,3,0.2952666666666667,0.7143999999999999,47.333333333333336,19.866666666666667,7.6,7.0,0.3421333333333333,0.7579999999999999,44.53333333333333,20.6,5.2,3.8
368,21400369,Phoenix Suns,Charlotte Hornets,111,106,217,5,Phoenix Suns,5,0.36,0.762,43,22,4,7,0.41700000000000004,0.727,35,22,6,3,0.3764666666666666,0.7920666666666666,41.46666666666667,21.2,9.133333333333333,4.266666666666667,0.2981333333333333,0.6921333333333333,40.266666666666666,19.933333333333334,4.533333333333333,4.866666666666666
369,21400370,Atlanta Hawks,Cleveland Cavaliers,127,98,225,29,Atlanta Hawks,29,0.5710000000000001,0.813,40,36,3,5,0.267,0.762,33,24,3,0,0.36300000000000004,0.7830666666666666,41.13333333333333,25.533333333333335,9.066666666666666,4.6,0.33580000000000004,0.7426666666666667,41.666666666666664,22.8,7.733333333333333,4.866666666666666
370,21400371,Orlando Magic,Boston Celtics,92,109,201,17,Boston Celtics,17,0.263,0.867,36,17,8,1,0.368,0.778,42,25,9,8,0.34026666666666666,0.7576,40.6,17.533333333333335,6.533333333333333,3.8,0.3444,0.7364666666666667,44.86666666666667,25.933333333333334,8.733333333333333,3.6666666666666665
371,21400372,Dallas Mavericks,Detroit Pistons,117,106,223,11,Dallas Mavericks,11,0.455,0.7709999999999999,45,29,9,4,0.39399999999999996,0.684,42,22,9,4,0.3462666666666668,0.7650666666666666,42.733333333333334,22.666666666666668,7.866666666666666,4.933333333333334,0.3082666666666667,0.7135333333333336,43.6,20.866666666666667,8.066666666666666,4.2
372,21400373,Utah Jazz,Miami Heat,105,87,192,18,Utah Jazz,18,0.56,0.875,38,23,4,5,0.235,0.725,31,10,10,0,0.3229333333333333,0.7222000000000002,41.6,19.0,6.6,5.4,0.3443333333333333,0.7296666666666668,35.06666666666667,18.333333333333332,8.4,3.466666666666667
373,21400374,Brooklyn Nets,Toronto Raptors,89,105,194,16,Toronto Raptors,16,0.33299999999999996,0.455,43,20,3,8,0.5,0.684,42,24,6,4,0.30179999999999996,0.7446,42.733333333333334,21.266666666666666,7.133333333333334,3.8666666666666667,0.38193333333333335,0.8136000000000002,42.06666666666667,22.466666666666665,7.0,4.333333333333333
374,21400375,Memphis Grizzlies,San Antonio Spurs,117,116,233,1,Memphis Grizzlies,1,0.37,0.7859999999999999,58,29,12,6,0.486,0.48100000000000004,60,31,6,11,0.37733333333333335,0.7766,44.06666666666667,23.8,7.733333333333333,4.666666666666667,0.4019333333333333,0.7679333333333335,44.46666666666667,24.8,7.733333333333333,6.533333333333333
375,21400376,Milwaukee Bucks,Portland Trail Blazers,97,104,201,7,Portland Trail Blazers,7,0.368,0.727,32,16,8,0,0.304,0.517,52,25,4,3,0.4029333333333333,0.8102666666666666,39.53333333333333,23.333333333333332,9.133333333333333,3.4,0.3549333333333334,0.7968,45.86666666666667,22.466666666666665,6.733333333333333,5.133333333333334
376,21400377,Indiana Pacers,Los Angeles Clippers,100,102,202,2,Los Angeles Clippers,2,0.21100000000000002,0.696,43,27,6,4,0.33299999999999996,0.622,51,20,7,4,0.32639999999999997,0.7304,45.733333333333334,20.866666666666667,6.333333333333333,3.3333333333333335,0.4096666666666666,0.7738666666666668,40.666666666666664,25.733333333333334,7.333333333333333,4.2
377,21400378,Houston Rockets,Denver Nuggets,115,111,226,4,Houston Rockets,4,0.28600000000000003,0.7709999999999999,55,17,7,5,0.433,0.7829999999999999,51,30,8,1,0.31933333333333336,0.6974666666666668,44.86666666666667,19.066666666666666,9.2,5.133333333333334,0.34573333333333334,0.7390666666666665,46.13333333333333,21.733333333333334,7.933333333333334,4.733333333333333
378,21400379,New York Knicks,Chicago Bulls,97,103,200,6,Chicago Bulls,6,0.667,0.789,41,19,7,6,0.522,0.767,32,23,9,8,0.3423333333333333,0.7935333333333333,39.4,20.466666666666665,7.6,3.933333333333333,0.3393333333333333,0.7595333333333334,46.6,21.8,6.0,5.2
379,21400380,New Orleans Pelicans,Houston Rockets,99,90,189,9,New Orleans Pelicans,9,0.278,0.818,45,21,4,8,0.24,0.7829999999999999,43,19,8,4,0.3274,0.7514000000000001,42.266666666666666,20.933333333333334,7.333333333333333,5.333333333333333,0.32466666666666666,0.7073999999999999,45.4,19.133333333333333,8.533333333333333,4.733333333333333
380,21400381,Milwaukee Bucks,Sacramento Kings,108,107,215,1,Milwaukee Bucks,1,0.565,0.778,27,24,7,2,0.429,0.758,35,24,5,0,0.39219999999999994,0.8043999999999999,38.733333333333334,22.4,9.333333333333334,3.4,0.3606666666666667,0.7612666666666666,44.93333333333333,20.733333333333334,5.333333333333333,3.6
381,21400382,Oklahoma City Thunder,Golden State Warriors,109,114,223,5,Golden State Warriors,5,0.44,0.667,43,17,5,4,0.387,0.6,39,32,9,7,0.29306666666666664,0.7477333333333332,47.266666666666666,19.533333333333335,7.6,7.133333333333334,0.36346666666666666,0.7743333333333333,47.266666666666666,25.2,8.4,7.066666666666666
382,21400383,Utah Jazz,Orlando Magic,101,94,195,7,Utah Jazz,7,0.364,0.792,42,24,4,5,0.545,0.667,34,28,6,2,0.3394,0.7316666666666668,41.6,19.066666666666666,6.533333333333333,5.533333333333333,0.3356,0.7635333333333334,39.8,17.266666666666666,6.733333333333333,3.8
383,21400384,Charlotte Hornets,Philadelphia 76ers,109,91,200,18,Charlotte Hornets,18,0.41700000000000004,0.765,45,25,10,3,0.462,0.882,35,23,6,12,0.2984666666666666,0.7025333333333333,39.86666666666667,20.466666666666665,4.6,4.933333333333334,0.2674,0.7013999999999999,42.733333333333334,20.933333333333334,10.6,4.666666666666667
384,21400385,Minnesota Timberwolves,Boston Celtics,98,114,212,16,Boston Celtics,16,0.5,0.5,37,23,8,5,0.348,0.7140000000000001,43,29,9,6,0.28359999999999996,0.7133333333333334,39.93333333333333,22.533333333333335,10.4,4.133333333333334,0.3489333333333333,0.7332666666666667,45.06666666666667,25.466666666666665,8.866666666666667,4.133333333333334
